pc1,pc2,pc3,pc4,pc5,pc6,macro
3.481742084140821,1.1716766974521058,0.7784834567673861,0.08984709412281289,-0.40333047595672117,-0.2877923053314874,0
-0.8683185451819356,0.6800254658064843,-0.7916976321160889,-0.8717539778599261,0.07334088290023277,0.10615565192184528,0
-0.21678109175982346,-0.21154565280679816,-0.6385485091179982,-0.23016676152670473,-0.43413680881478034,0.18532269560966166,0
1.8432425655787161,-0.5541880254757546,0.33774614209214554,-0.32399117211799505,-0.2517405031627299,-0.3040436341884706,0
2.3327178160051525,2.9646397796649664,0.3803015331275332,0.15901693900385325,0.31343409246546594,-1.030278507739231,0
0.7888605806747186,-1.8158566993204697,0.9022011770303334,1.5455188494661516,-0.17708573238810368,0.027732516421129057,0
0.36200140183001417,-0.9931421718968013,-0.014523141558439963,0.05344143567779077,-0.7922032879247962,0.1937635086350317,0
-0.014855322528939936,0.8557864093037612,0.5845101230175442,0.32125556743018496,0.07278492949750703,-0.47010796578662756,0
0.469329475678116,0.4831088992703883,-0.03287960810725408,-0.6006086408827808,-0.3377322798587149,-0.31678353400715165,0
-0.532377636430381,-0.09879839974203994,0.215417880648402,0.21656816463130243,-0.3523648344633113,0.151147409690007,0
-1.220000813764638,0.4337634274020512,0.527821871253247,0.9558983931227258,0.39980292696963377,0.07093513190668652,0
-1.3523260000769932,1.0192063952350847,-0.5293657894742054,1.0549459012044462,0.6615477134097891,0.018065550432090634,0
-0.7296450045485868,0.1449381374054656,0.03439438905385004,-0.6901475941192969,-0.03351489798427149,0.13326378890122398,0
-0.3925347333541073,-0.1404502584380355,-0.26807976768716024,1.1949184500051606,-0.21909248440351126,0.11369999397810593,0
3.5551435137832397,-1.3958405519237007,0.1439860358846481,0.10479105381886371,0.22308364736665726,-0.17830747125540097,0
1.8887883474058254,-1.6585810865798065,-2.8332437933698653,-0.29996146600917034,0.07522993710034497,0.01942307715658716,0
-0.8758188472160376,0.43247214462013517,-0.4001948644668802,0.2640134023470367,0.10968137537705042,0.109756323272761,0
-1.4891051907945665,1.4731712566658708,-1.1652889622022384,-0.1477932584275948,0.6417549918426263,0.03979126458824067,0
0.8672062425040388,0.6667563883568348,-4.501673599056187,-2.8729861906571257,-0.05118338790680433,0.02122976973443243,0
2.202779098630902,0.9320874735651032,-1.2228888043771258,-0.676313290299694,-0.7095113780080794,-0.28966092575747865,0
4.69721778109761,-3.292042049367594,-6.120854962821665,-1.5408725801841783,1.8788640713597105,-0.1794752635349644,0
5.3238529507421575,-6.021844238564214,-2.227222188610987,-0.2733049537969102,4.010970128419651,-0.552295510032155,0
1.6913009899203244,1.1158826916476972,0.7410293756577939,0.08678891216074386,-0.25758920621264536,-0.6102336382627751,0
0.8491329349151173,-1.3206230661046654,-1.1208284691159147,0.4769992218819957,-0.051587473226084986,0.05901167046310714,0
0.24651737145138028,1.750774942308259,-0.4680617431378824,-0.05239522366524233,0.18705795520266585,-0.6182405845461112,0
0.7512208121961307,-0.06751799082193446,0.8737299435774054,0.12873035291497345,-0.34371368512547956,-0.3298618057840305,0
30.092937251062825,15.244872899107804,-4.33808129985104,-4.21799949541978,5.647961381607634,16.483572343257535,2
-0.5009799809206166,0.576473361796931,-1.6778096640040085,0.31601853392684054,-0.045894519508088656,0.09133444113172587,0
8.0714129198967,5.226570022153166,2.0287027655071133,0.038423027369091874,0.827923863024586,0.5305613682342808,1
6.7059928417386265,0.6103796005460599,0.8004190263047666,0.05185488640886735,0.4984702893812682,0.9448224735402672,1
-0.38491778782468306,-0.6749580612793022,0.9484714905232193,0.4990265746285197,-0.14031017790674913,0.1296039284473544,0
0.4557745593184791,-1.5774584988380622,0.5795826013175649,-0.1528966747395887,0.1629291431832769,0.050966743058079474,0
-0.7436026184111063,1.4554973409818424,-2.4711663039064335,-1.5762605677907295,0.06839486580235389,0.04871722362404174,0
