Date,Open,High,Low,Close,r_cc,r_overnight,r_intraday,r_range,yz_var,log_yz,parkinson_var,gk_var,rs_var,rv_1,rv_5,rv_21,hv_10,hv_22,hv_100,target_yz_1,target_yz_5,target_yz_21,log_yz_jump,target_jump_1,target_jump_5,target_jump_21,vov_21,gap_abs,jump_flag,vdi,rsi_s,pde,fdi,srs,sai
1997-11-27,3530.679931640625,3645.89990234375,3524.139892578125,3628.070068359375,0.0258404508066734,-0.0013699268860263,0.0272103776926999,0.0339668173921238,0.000420441370674,-7.774205513541587,0.0004161254334244,0.0002908581990185,0.0002113161217249,0.0006677288978921,0.0028878702898756,0.0059755095127652,0.0197218965533944,0.016465114225305,0.0141186696386427,-8.395861669532879,-8.42097906963775,-8.615612655639001,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604,,,1,0.328972562187316,,1.3856696804575552,,,4.324914339737538
1997-11-28,3616.469970703125,3617.330078125,3522.590087890625,3560.2900390625,-0.0188588320935503,-0.0032024414269396,-0.0156563906666106,0.0265396667860892,0.0002257998266505,-8.395861669532879,0.000254041974371,0.0002574874904841,0.0002837754838156,0.0003556555479327,0.0029814598484113,0.0062968046537638,0.0207594832096446,0.0166515324930648,0.0141899833723017,-8.189817781309383,-8.44058514446505,-8.63461299131831,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604,,0.0032024414269396,1,0.0936504758394325,,1.3862463755530865,,,8.382998261543998
1997-12-01,3536.070068359375,3574.06005859375,3488.659912109375,3569.64990234375,0.0026255112202546,-0.0068260529005131,0.0094515641207678,0.0241845377660893,0.0002774644378412,-8.189817781309383,0.0002109551489796,0.0002579374607622,0.0003229776066614,6.893309167682798e-06,0.0017801106428511,0.0051553496794274,0.0207637881528533,0.016724098017773,0.0141973248530936,-9.06533421468509,-8.674029697706866,-8.639380748419516,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604,,0.0068260529005131,1,0.1769922553653315,0.0330918131070143,1.3861215097820316,7.158984816087802e-05,,258.23742143456866
1997-12-02,3566.530029296875,3601.429931640625,3538.0,3553.47998046875,-0.0045401248935617,-0.0008743818893398,-0.003665743004222,0.017769374093656,0.0001156046678362,-9.06533421468509,0.0001138829762768,0.0001526844310076,0.0001655858103414,2.061273404913864e-05,0.0013024218817769,0.0051652632348373,0.0200374157228582,0.0153781511908576,0.0141982769197826,-9.49869796036494,-8.385213111186092,-8.64931643761904,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604,,0.0008743818893398,1,0.1913517516489702,0.0244497541092816,1.3861212889277934,2.363627793940608e-05,,63.18530164347721
1997-12-03,3559.8798828125,3590.89990234375,3537.669921875,3562.3701171875,0.0024986870780471,0.0017994039929331,0.0006992830851139,0.0149345439964153,7.494935241294102e-05,-9.49869796036494,8.044489346428818e-05,0.0001113314054711,0.0001127519891606,6.243437113999554e-06,0.0010571339261556,0.0051556404213243,0.0188427527698982,0.0154240032547299,0.0141940315855706,-7.806263813015442,-8.349682471077262,-8.660770450032665,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604,0.6918985979439616,0.0017994039929331,1,0.2137150125111122,0.0200970185748634,1.3860955294486403,2.446523028073644e-05,,169.3191967075331
1997-12-04,3530.31005859375,3595.0,3503.489990234375,3527.10009765625,-0.0099500553497406,-0.0090403842132227,-0.0009096711365177,0.0257843794245997,0.0004071764959772,-7.806263813015442,0.0002397882588855,0.0003320974519629,0.0003974615468009,9.900360146290154e-05,0.0004884086297264,0.005201208244753,0.0192832770044268,0.0154171815638625,0.0142065253084027,-8.495314898768505,-8.349589860624887,-8.743000278538714,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604,0.6956970612218302,0.0090403842132227,1,0.2443015932568066,0.0185673633454482,1.3859464814285534,6.040360699977936e-06,,4.9332409889773015
1997-12-05,3526.02001953125,3552.27001953125,3469.080078125,3469.080078125,-0.0165865796040112,-0.0003062695985597,-0.0162803100054514,0.0236973896097386,0.0002044238744913,-8.495314898768505,0.0002025422197714,0.0001783963985511,0.0001757654251492,0.0002751146229602,0.0004078677047539,0.0054620037838711,0.0193366449390666,0.0156525945481914,0.0140614677722082,-9.851095990511268,-8.400472191722406,-8.787063595716347,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604,0.6352641219812662,0.0003062695985597,1,0.0805649685967846,0.0165788901635853,1.3862612165724233,4.109882012802117e-05,,1.4825373470982952
1997-12-08,3479.409912109375,3493.2099609375,3455.860107421875,3468.18994140625,-0.0002566244995881,0.0029732622796563,-0.0032298867792445,0.0107497011296135,5.268941326073986e-05,-9.851095990511268,4.1678043861718304e-05,5.374814928097256e-05,5.264071925955552e-05,6.585613378884273e-08,0.00040104025172,0.0054424389962299,0.0154388481591168,0.0156716822063591,0.0140583113572386,-7.8194405106315505,-8.25358256480479,-8.748541746844248,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604,0.7665047573461334,0.0029732622796563,1,0.1207641984893401,0.0165433280122764,1.3862388364406246,3.380856788972774e-05,,6089.54912926901
1997-12-09,3469.919921875,3485.010009765625,3367.889892578125,3391.590087890625,-0.0223339632467303,0.0004986892795567,-0.0228326525262871,0.0341845128327291,0.0004018464477362,-7.8194405106315505,0.0004214764736787,0.0003829036112615,0.0003271980736637,0.0004988059143062,0.0008792334319771,0.0058917531731406,0.0153318735403,0.0161673410225756,0.014160761379526,-9.060010726472226,-8.487023929312828,-8.830067949574355,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604,0.7667563516116854,0.0004986892795567,1,0.1098777170364766,0.0172350793541346,1.3862214950095582,6.806961130749187e-05,,1.7626764338537737
1997-12-10,3364.510009765625,3380.030029296875,3325.25,3347.330078125,-0.0131358274309048,-0.0080165251425472,-0.0051193022883574,0.0163397346115523,0.0001162217289295,-9.060010726472226,9.629517895473548e-05,0.0001233697484058,0.0001224218065968,0.0001725499622945,0.0010455399571577,0.0060639045913467,0.0141558538576484,0.0162643181870727,0.014054485176573,-7.80599491474811,-8.522091538319874,-8.841568529556346,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604,0.7410922454147183,0.0080165251425472,0,0.1157269163646494,0.0163420856276558,1.3862336520217118,7.742878064330873e-05,,6.059346158035528
