Date,rho,state_id,state,p_hmm_crisis,p_change,p_evt,macro,macro_norm,vov_21,vov_norm,vdi,vdi_norm
1988-04-08,0.55,1,WATCH,1.0,1.0,0.0,0,0.0,2.2477943619619847,1.0,0.2337001590493511,0.0
1988-04-11,0.55,1,WATCH,1.0,1.0,0.0,0,0.0,2.053335007931784,1.0,0.069326518721797,0.0
1988-04-12,0.5499999999986009,1,WATCH,1.0,0.9999999999930048,0.0,0,0.0,2.0501251594802845,1.0,0.1919243114068975,0.0
1988-04-13,0.5499999970401467,1,WATCH,1.0,0.9999999852007332,0.0,0,0.0,2.094317440078451,1.0,0.0656027349645656,0.0
1988-04-14,0.5782698599668679,1,WATCH,1.0,1.0,0.0,0,0.0,2.0582061017554096,1.0,0.7815081986552366,0.2826985996686776
1988-04-15,0.55,1,WATCH,1.0,1.0,0.0,0,0.0,2.0449954066240537,1.0,0.0271875327896823,0.0
1988-04-18,0.55,1,WATCH,1.0,1.0,0.0,0,0.0,2.048807791144116,1.0,0.0696228857422625,0.0
1988-04-19,0.5542667499050564,1,WATCH,1.0,1.0,0.0,0,0.0,2.057398110865777,1.0,0.343750600723702,0.04266749905056392
1988-04-20,0.5611522556423513,1,WATCH,1.0,1.0,0.0,0,0.0,2.0579865667521102,1.0,0.4693252635211499,0.11152255642351237
1988-04-21,0.549999999778786,1,WATCH,1.0,0.9999999988939298,0.0,0,0.0,2.057745757796248,1.0,0.1306291703568794,0.0
1988-04-22,0.5535906790630056,1,WATCH,1.0,0.9999999999708864,0.0,0,0.0,2.0770442095894213,1.0,0.3314207341132255,0.0359067906882842
1988-04-25,0.5693188989977104,1,WATCH,1.0,1.0,0.0,0,0.0,2.084951399747493,1.0,0.6182647204998237,0.1931889899771034
1988-04-26,0.5454815713117771,1,WATCH,1.0,0.9999607273795372,0.0,0,0.0,1.4662055453280014,0.9548942583586961,0.2060542927563837,0.0
1988-04-27,0.5351003383829388,1,WATCH,1.0,0.9989439061598115,0.0,0,0.0,1.393661884835532,0.8531155715097648,0.1096871059077089,0.0
1988-04-28,0.770498404968943,2,STRESS,1.0,1.0,0.0,1,1.0,1.2880798306760268,0.7049840496894304,2.856879877374074,1.0
1988-05-02,0.6052858575783653,2,STRESS,1.0,0.9999999999716188,0.0,0,0.0,1.2687835070375455,0.6779113259310187,1.861623841336276,0.8749472499093974
1988-05-06,0.5351997827704589,1,WATCH,0.9999999999454304,0.9998097476636986,0.0,0,0.0,1.262943847402355,0.6697182890029182,0.5990625158604483,0.18266004351069756
