Date,rho,state_id,state,p_hmm_crisis,p_change,p_evt,macro,macro_norm,vov_21,vov_norm,vdi,vdi_norm
2008-02-28,0.20189760135593884,0,CALM,0.1355560118129264,0.8075225659487351,0.0,0,0.0,0.8387468564837112,0.06504085212960233,0.1851758426520544,0.0
2008-02-29,0.28798848191340665,0,CALM,0.3211554820054312,0.9999931322635656,0.0,0,0.0,0.8401198422808078,0.06704573874521146,0.2390499991160861,0.00996411084814503
2008-03-03,0.38889828621999495,0,CALM,0.5213288174069527,0.9999999999985328,0.0,0,0.0,0.8785739079437237,0.12319784295951851,0.831634429431636,0.46246297572598327
2008-03-04,0.3739938564861899,0,CALM,0.6620482810971768,0.997540935217166,0.0,0,0.0,0.8556585738857768,0.08973599168462466,0.0188684208027745,0.0
2008-03-05,0.36190922052630214,0,CALM,0.7607405626186439,0.8075308540816221,0.0,0,0.0,0.8641798527877199,0.1021790905531671,0.0667327810154065,0.0
2008-03-07,0.42148493431000394,1,WATCH,0.8320542367562597,0.999990371180369,0.0,0,0.0,0.8864734164793335,0.1347330088486521,0.0576402475436852,0.0
2008-03-10,0.43910006330706247,1,WATCH,0.882136725243392,0.9999997840722804,0.0,0,0.0,0.8902081293201595,0.14018658003893616,0.2855513762101643,0.045472671778647326
2008-03-11,0.44316643070457584,1,WATCH,0.9168955305895876,0.999752558037493,0.0,0,0.0,0.8900258196795697,0.13992036449680323,0.1033640828829674,0.0
2008-03-12,0.4495450281126719,1,WATCH,0.9408753344895322,0.9999984774908414,0.0,0,0.0,0.8337562271544499,0.05775334342640922,0.337985702269729,0.08551164649479569
2008-03-13,0.4660056993442951,1,WATCH,0.9584065777931674,0.9999999960386246,0.0,0,0.0,0.8871935988191354,0.13578464677303567,0.3939628263457465,0.12825591010974732
2008-03-14,0.4639360367010721,1,WATCH,0.970482476062849,0.99999603651123,0.0,0,0.0,0.8870780106002126,0.13561586041448018,0.3275543526870811,0.07754624341665776
2008-03-17,0.4959373308196219,1,WATCH,0.9792816437590248,0.9999999999882964,0.0,0,0.0,0.899749223194244,0.15411885191448835,0.693587933749742,0.3570503469075759
2008-03-18,0.4600089037406363,1,WATCH,0.9850929499085456,0.9999718743766642,0.0,0,0.0,0.8883086681685092,0.13741291388167065,0.2214720132080157,0.0
2008-03-19,0.4697525373524544,1,WATCH,0.9893572452155605,0.9999999196527036,0.0,0,0.0,0.9003826815704731,0.15504385217503933,0.3164783333599099,0.06908856900519685
2008-03-24,0.46341838931623924,1,WATCH,0.9920941927582072,0.9990574281047514,0.0,0,0.0,0.9009234856403526,0.15583355505737156,0.1743051738988771,0.0
2008-03-25,0.5106728139452957,1,WATCH,0.9944489163552692,1.0,0.0,0,0.0,0.9321304537001426,0.20140316889395962,0.7749815184899728,0.41920267967082525
2008-03-26,0.46916460745722505,1,WATCH,0.9957699771867884,0.9955284611523952,0.0,0,0.0,0.9388150062023696,0.21116420930048904,0.0836600890239501,0.0
2008-03-27,0.46627375496697354,1,WATCH,0.9956562502465016,0.9989217807282402,0.0,0,0.0,0.9145649617317576,0.17575336259700083,0.2164109896835094,0.0
2008-03-28,0.46585574877118924,1,WATCH,0.9932862133329272,0.9998969632874594,0.0,0,0.0,0.9144243444263476,0.17554802780465573,0.0853852633894816,0.0
2008-03-31,0.4682485004315891,1,WATCH,0.9741594548779242,0.9999999772164296,0.0,0,0.0,0.8560799023353466,0.09035123167552918,0.4312587707861374,0.1567351810126922
2008-04-01,0.4285990241288758,1,WATCH,0.885167240213024,0.9999656190477284,0.0,0,0.0,0.8442939304421253,0.0731409026607409,0.2151587561567587,0.0
2008-04-02,0.39013503535325833,0,CALM,0.7091713121292526,0.9999984269564884,0.0,0,0.0,0.7443952881065989,0.0,0.3941845506322622,0.12842521929647502
2008-04-03,0.3260660943518554,0,CALM,0.519780201781893,0.9806052195319108,0.0,0,0.0,0.7820541760990821,0.0,0.2196964755297088,0.0
2008-04-04,0.29267166259972827,0,CALM,0.3715134020872817,0.9989665603895392,0.0,0,0.0,0.7596976051830596,0.0,0.2178215543875622,0.0
2008-04-07,0.2696690975293605,0,CALM,0.2631684652050333,0.999942560175229,0.0,0,0.0,0.7605833242505066,0.0,0.2769238754842547,0.03888469193056392
2008-04-08,0.07868888742712335,0,CALM,0.184926887657705,0.1622858275634855,0.0,0,0.0,0.7430436865127317,0.0,0.0392578297057101,0.0
2008-04-09,0.15844625834241882,0,CALM,0.1299672404253776,0.629772241180372,0.0,0,0.0,0.764535001797799,0.0,0.1112144747810946,0.0
2008-04-10,0.2137794594069642,0,CALM,0.0920793488735876,0.9506686061691404,0.0,0,0.0,0.798422374333314,0.006157493892642083,0.2261341206294322,0.00010151565474981706
2008-04-11,0.19857454695629215,0,CALM,0.0674347322792576,0.8814774711028046,0.0,0,0.0,0.8313253592149923,0.0542036966591683,0.1008675587251605,0.0
2008-04-15,0.21894071091560388,0,CALM,0.0525982129852029,0.999848484714414,0.0,0,0.0,0.8340721097051513,0.058214607264203515,0.0907832878409933,0.0
2008-04-16,0.21823642598959,0,CALM,0.0399251317554018,0.995479116482998,0.0,0,0.0,0.8142525781261465,0.029273365720106134,0.3076141160559349,0.062319831821293296
2008-04-17,0.195215429658573,0,CALM,0.0305988580963542,0.9048122210303644,0.0,0,0.0,0.8394260997762212,0.06603270928411571,0.1104110673470962,0.0
2008-04-21,0.21841362384638033,0,CALM,0.0232649932063206,0.999100396466054,0.0,0,0.0,0.802544486190625,0.012176760011958549,0.3773838994094835,0.11559620250393522
2008-04-22,0.19641847988115127,0,CALM,0.0183224909710621,0.9274181882849668,0.0,0,0.0,0.8377205464704057,0.06354219481392372,0.2038044407546315,0.0
2008-04-23,0.1756459671384033,0,CALM,0.015092257338578,0.8370844311808582,0.0,0,0.0,0.8247212794775926,0.04456016567587138,0.1751774336873259,0.0
2008-04-24,0.20482629695185828,0,CALM,0.0140528237144083,0.97279115344486,0.0,0,0.0,0.8404642138502691,0.06754860334284189,0.2065080948362537,0.0
2008-04-25,0.25710073399402417,0,CALM,0.0148997436952316,0.9999999868118358,0.0,0,0.0,0.7572430635536856,0.0,0.9250011289254804,0.5337580070784906
2008-04-28,0.07047738080534913,0,CALM,0.0120527712440751,0.3363366612965656,0.0,0,0.0,0.7955537081788427,0.001968557350172214,0.1630571532814654,0.0
2008-04-29,0.20863472799684998,0,CALM,0.0095223004012178,0.9990990873289368,0.0,0,0.0,0.7904413031332772,0.0,0.3102640849571644,0.06434335430758169
2008-04-30,0.05535413263401817,0,CALM,0.0076905225307685,0.2629900901069468,0.0,0,0.0,0.7999134636458093,0.008334839799366868,0.1105439079214361,0.0
2008-05-02,0.23519268447167638,0,CALM,0.0073666876698205,0.9999999824644508,0.0,0,0.0,0.7642696193746584,0.0,0.6627601262844681,0.33351016061331085
2008-05-05,0.00961142689565236,0,CALM,0.0055900670930536,0.0410695506119448,0.0,0,0.0,0.7637457490790981,0.0,0.0828679426039371,0.0
2008-05-06,0.008967692785225854,0,CALM,0.0040170374420671,0.0398171671235454,0.0,0,0.0,0.6779570070591199,0.0,0.0739496066801923,0.0
2008-05-07,0.04475323643180297,0,CALM,0.0028869220013301,0.2139636065711729,0.0,0,0.0,0.6948460531889531,0.0,0.2422240796007356,0.01238784617235865
2008-05-08,0.0035181876798795002,0,CALM,0.002086026820046,0.01498340487434,0.0,0,0.0,0.6719014780495309,0.0,0.0990976358791131,0.0
2008-05-09,0.03770653503953596,0,CALM,0.0015139886172747,0.1866401894260864,0.0,0,0.0,0.5973361577324587,0.0,0.2009261023222339,0.0
2008-05-12,0.09234137038482537,0,CALM,0.0011203510991392,0.4603064130502028,0.0,0,0.0,0.6045762764470515,0.0,0.2157002030883844,0.0
2008-05-13,0.04690621303090818,0,CALM,0.0008528559290204,0.2334649952432654,0.0,0,0.0,0.6146248631369029,0.0,0.1289756870694227,0.0
2008-05-14,0.00134703814550302,0,CALM,0.0006544779969808,0.0059170932312891,0.0,0,0.0,0.6137484725294653,0.0,0.0472581595935568,0.0
2008-05-15,0.22238436485116964,0,CALM,0.00055094657891,0.9978663248228568,0.0,0,0.0,0.617638314406213,0.0,0.5229274923432684,0.22673363241870773
2008-05-16,0.0005206928338021301,0,CALM,0.0004230079677874,0.0020747042092764,0.0,0,0.0,0.5560083866803146,0.0,0.1346743700083167,0.0
2008-05-20,0.0005492315148956201,0,CALM,0.0003441649023652,0.0023159514465216,0.0,0,0.0,0.5568071656752764,0.0,0.0252859733801326,0.0
2008-05-21,0.005031606657878821,0,CALM,0.0002836769303064,0.0248034371265111,0.0,0,0.0,0.5568915403163495,0.0,0.221713008048493,0.0
2008-05-22,0.16959565251705377,0,CALM,0.0002556208271338,0.7786120609778122,0.0,0,0.0,0.5586402246668694,0.0,0.4068457633989557,0.13809335114707869
2008-05-23,0.00449206778417645,0,CALM,0.0002383433652926,0.0221624097142665,0.0,0,0.0,0.5625876954163425,0.0,0.0924920619993708,0.0
2008-05-26,0.13301543712191127,0,CALM,0.0002204049501034,0.6094426084248754,0.0,0,0.0,0.557492081888904,0.0,0.3709956785041252,0.1107181419941033
2008-05-27,0.00590957184912696,0,CALM,0.0001980980838528,0.0293002366408188,0.0,0,0.0,0.5559954700202016,0.0,0.2187735631228934,0.0
2008-05-28,0.0005461987430087301,0,CALM,0.000190353101023,0.0024930523387649,0.0,0,0.0,0.550159424796091,0.0,0.0350799375204093,0.0
2008-05-29,0.026993970799286872,0,CALM,0.0002273449810654,0.1346856727701026,0.0,0,0.0,0.5720521959001961,0.0,0.0488676069711788,0.0
2008-05-30,0.001407276535863995,0,CALM,0.0002029956047247,0.0067826381734141,0.0,0,0.0,0.5774707166458805,0.0,0.194954764279279,0.0
2008-06-02,0.19022411812825496,0,CALM,0.0003029308355365,0.9507419270968542,0.0,0,0.0,0.6395937057630104,0.0,0.1031477605923489,0.0
2008-06-03,0.19048330143385284,0,CALM,0.0002937733123653,0.9167676489842292,0.0,0,0.0,0.5777659158021403,0.0,0.3184095925809853,0.07056328308915637
2008-06-04,0.20558239522584354,0,CALM,0.000326783518375,0.9945492059762432,0.0,0,0.0,0.6021456283487796,0.0,0.3123138785413241,0.06590858151001126
2008-06-05,0.08020215427878095,0,CALM,0.0003710149811339,0.4005470026674874,0.0,0,0.0,0.6316301707679434,0.0,0.0208869940959229,0.0
2008-06-06,0.12896878580706342,0,CALM,0.0003911881444617,0.6443549438547399,0.0,0,0.0,0.6197985203636456,0.0,0.1419567642212465,0.0
2008-06-09,0.19951793308270535,0,CALM,0.0008489403602175,0.9965284899632548,0.0,0,0.0,0.689373742154678,0.0,0.068322517988303,0.0
2008-06-10,0.200255373342395,0,CALM,0.0013318020561454,0.9996121141417932,0.0,0,0.0,0.7329151138817753,0.0,0.1895337369508301,0.0
2008-06-11,0.049931657229061406,0,CALM,0.0017582673693826,0.2474604519335788,0.0,0,0.0,0.7744163487701538,0.0,0.1711112025393444,0.0
2008-06-12,0.2120952243563167,0,CALM,0.0043259609847702,0.9999981620588204,0.0,0,0.0,0.817958086077101,0.034684290808050695,0.3248179582338246,0.07545672617554962
