Date,rho,state_id,state,p_hmm_crisis,p_change,p_evt,macro,macro_norm,vov_21,vov_norm,vdi,vdi_norm
1992-06-10,0.6320846169990828,2,STRESS,1.0,1.0,0.0,0,0.0,2.132447984606827,1.0,1.4999532104912887,0.8208461699908279
1992-06-12,0.5492378080433992,1,WATCH,1.0,0.996189040216996,0.0,0,0.0,2.080505653262064,1.0,0.0828228087864398,0.0
1992-06-15,0.571307984377147,1,WATCH,1.0,0.99967321777022,0.0,0,0.0,1.8405448538669689,1.0,0.5713713924406306,0.21373340823103082
1992-06-16,0.5508589669896086,1,WATCH,1.0,0.9999860653376408,0.0,0,0.0,1.827423870662011,1.0,0.2576457082621866,0.008617539220803959
1992-06-17,0.5466528717819946,1,WATCH,1.0,0.9832643589099732,0.0,0,0.0,1.7964788653896184,1.0,0.1399760312723247,0.0
1992-06-18,0.5522678956353283,1,WATCH,1.0,0.9999973784836396,0.0,0,0.0,1.8070547036825588,1.0,0.2791607309941081,0.022684199386003426
1992-06-19,0.5515662819212672,1,WATCH,1.0,0.999810551121672,0.0,0,0.0,1.7936430705295303,1.0,0.2690010229672724,0.016041716969328646
1992-06-22,0.5503422772440736,1,WATCH,1.0,0.9999991687939794,0.0,0,0.0,1.7993872574607075,1.0,0.2497028307621125,0.003424434852776525
1992-06-23,0.5198709299347094,1,WATCH,1.0,0.8493546496735472,0.0,0,0.0,1.8279179037089488,1.0,0.1745371865649637,0.0
1992-06-24,0.5492993077857797,1,WATCH,1.0,0.9964965389288984,0.0,0,0.0,1.8207745621719844,1.0,0.2307259598779945,0.0
1992-06-25,0.5695161654725527,1,WATCH,1.0,0.9999988960452268,0.0,0,0.0,1.692766923188232,0.9593275230378198,0.6051779296855447,0.2358363395972527
1992-06-26,0.5419247076492482,1,WATCH,0.9999999999956344,0.9994204041731858,0.0,0,0.0,1.656894037818548,0.9204062681570235,0.0959586361500677,0.0
