Date,rho,state_id,state,p_hmm_crisis,p_change,p_evt,macro,macro_norm,vov_21,vov_norm,vdi,vdi_norm
1984-10-11,0.7782522656258963,2,STRESS,1.0,1.0,0.0,3,1.0,2.0155568458527258,1.0,1.554467446421696,0.7825226562589632
1984-10-12,0.746793239405506,2,STRESS,1.0,1.0,0.0,3,1.0,1.9535102423293145,1.0,1.0353998612132838,0.46793239405506043
1984-10-15,0.7237183642274531,2,STRESS,1.0,0.9999999943937976,0.0,3,1.0,1.8593408750652896,1.0,0.6546690950494312,0.23718365348693513
1984-10-16,0.5499934738305436,1,WATCH,1.0,0.9999673691527184,0.0,0,0.0,1.8023318810895583,1.0,0.1182939650587134,0.0
1984-10-17,0.5602471110579814,1,WATCH,1.0,0.9998808959221388,0.0,0,0.0,1.7955257104369426,1.0,0.4327891559727593,0.10270931873553646
1984-10-18,0.5739612268339911,1,WATCH,1.0,0.9999999999808667,0.0,0,0.0,1.8210201368756784,1.0,0.65867626061828,0.23961226837817795
1984-10-19,0.65,2,STRESS,1.0,1.0,0.0,0,0.0,1.8096664134621607,1.0,2.179851895529291,1.0
1984-10-22,0.5669539212189038,1,WATCH,1.0,0.9999999833333344,0.0,0,0.0,1.8022798998398823,1.0,0.5430571867562811,0.169539245522369
1984-10-23,0.5942196883341654,1,WATCH,1.0,0.9999999999207448,0.0,0,0.0,1.738435321829892,0.9985162155980026,0.995385002383477,0.4436806679021612
1984-10-24,0.5540478551223779,1,WATCH,1.0,0.9998399765705586,0.0,0,0.0,1.7573670087104565,1.0,0.3306377160563786,0.040798598082661404
1984-10-25,0.5644821415920336,1,WATCH,1.0,0.999999812904416,0.0,0,0.0,1.6967690517259433,0.9509790808967074,0.5831574114824107,0.19384270921479627
1984-10-26,0.5905439681842858,1,WATCH,1.0,0.9999999999974196,0.0,0,0.0,1.3316765751683952,0.5344443108477598,1.7004456406476576,0.8709953710002597
1984-10-29,0.41741555541629494,1,WATCH,0.9999999689825942,0.5401562605592379,0.0,0,0.0,1.3287396081260696,0.5310935190068778,0.3668564124277882,0.06274959158111006
1984-10-30,0.5061744642842539,1,WATCH,0.9999998726278332,0.930591142861994,0.0,0,0.0,1.269587770816867,0.4636070641122705,0.6542928302677,0.23695561143669733
1984-10-31,0.31073882059737257,0,CALM,0.9999982857478376,0.0732851849026619,0.0,0,0.0,1.213006128640857,0.3990529502203586,0.3652387392051459,0.06176917157844902
1984-11-01,0.4749050552808883,1,WATCH,0.9999937633976128,0.8478699995500107,0.0,0,0.0,1.1661648634389157,0.34561165278892,0.6060455738924101,0.20771449242590964
1984-11-02,0.30658008530125186,0,CALM,0.9999922981156556,0.0497392719063523,0.0,0,0.0,1.1822522884770328,0.36396582965970947,0.4322387483038886,0.1023757342509658
1984-11-05,0.3074304076996731,0,CALM,0.9999565240034048,0.1242527061559005,0.0,0,0.0,1.126090823954407,0.2998910973312916,0.3062471520999295,0.026016257345126106
