Date,p_change,expected_runlen,p_evt,TRS,regime
1992-06-01,1.0,0.0,0.0,0.03244332265191245,MEDIUM
1992-06-02,0.0020031363559567,0.9979968636440432,0.0,0.0023902502980109844,LOW
1992-06-03,0.0020198427863983,1.9922150577555329,0.0,0.004781471212496415,LOW
1992-06-04,0.0020015756209145,2.96163623751535,0.0,0.0071706148799844755,LOW
1992-06-05,0.0022437289134788,3.620784058600023,0.0,0.009588957789866875,LOW
1992-06-08,0.00736818289344,1.9196516224590852,0.0,0.012730851550420004,LOW
1992-06-09,0.9984885628603932,0.0050874756380835,0.0,0.03239903405418455,MEDIUM
1992-06-10,0.9901853174572288,0.0098161770351417,0.0,0.06431107387102779,MEDIUM
1992-06-11,0.9483509642886584,0.0519351850727221,0.0,0.09277147043086742,HIGH
1992-06-12,0.9968156340563292,0.0033613015029643,0.0,0.12940000300715634,HIGH
1992-06-15,0.3099445453939107,0.6945863287798543,0.0,0.011547180276669422,LOW
1992-06-16,0.5848669017089643,0.6861746764988642,0.0,0.039896738600770046,MEDIUM
1992-06-17,0.9999404277141436,0.0001482988258894,0.0,0.03244157725153321,MEDIUM
1992-06-18,0.0102645568698562,0.9916733589200812,0.0,0.0026304034110377875,LOW
1992-06-19,0.1619990462761373,1.597888001928445,0.0,0.014196770994917307,LOW
1992-06-22,0.9751515504055808,0.065179887769316,0.0,0.0317138383107954,LOW
1992-06-23,0.0196874403198295,1.0171380270638797,0.0,0.0029047235266508307,LOW
1992-06-24,0.0299118435578367,1.9405013750035731,0.0,0.0064057259828206835,LOW
1992-06-25,0.3699673088598125,1.915516821801227,0.0,0.04011577814607959,MEDIUM
1992-06-26,0.030248830438251,2.4594070136040167,0.0,0.012850791868270367,LOW
1992-06-29,1.0,0.0,0.0,0.03244332265191245,MEDIUM
1992-06-30,0.0137840208193541,0.986215979180646,0.0,0.0027328121497954987,LOW
1992-07-01,1.0,0.0,0.0,0.03244332265191245,MEDIUM
1992-07-02,0.9597814887522296,0.0402185112477705,0.0,0.06252234211427422,MEDIUM
1992-07-06,0.0029432567410279,0.9970581973901178,0.0,0.0024175621435187015,LOW
1992-07-07,0.9971141568144694,0.0057716290098177,0.0,0.032358751382659444,MEDIUM
1992-07-08,0.1901995301056929,0.8182916894844559,0.0,0.007940043036325667,LOW
1992-07-09,0.4668769762408094,0.944569115478792,0.0,0.03266657639736357,MEDIUM
1992-07-10,0.0159144805577099,1.567376402788346,0.0,0.008384499169366084,LOW
1992-07-13,0.0031507888000473,2.631772405899279,0.0,0.009694367307148023,LOW
1992-07-14,0.0973336921828373,3.34240754391862,0.0,0.025906520650769854,LOW
1992-07-15,0.0074290488242756,4.064627966656026,0.0,0.01528764005963643,LOW
1992-07-16,0.069465230331884,4.5793932472132255,0.0,0.030526535734708742,LOW
1992-07-17,0.5611887771335018,2.3555963636516486,0.0,0.15378455687268672,HIGH
1992-07-20,0.6359228443301994,0.7939674397946064,0.0,0.02151046939278405,LOW
1992-07-21,0.1696588274268586,2.67716258316164,0.0,0.007326669938336213,LOW
1992-07-22,0.9986719538533472,0.0060981746114378,0.0,0.03240440841116344,MEDIUM
1992-07-23,0.0170993578047705,1.0869808180900422,0.0,0.0028293361359388886,LOW
1992-07-24,0.0081809182413716,2.59768998759552,0.0,0.005139604760253103,LOW
1992-07-27,0.0854053498499346,3.6652300240902407,0.0,0.01448917783471669,LOW
1992-07-28,0.9999999978060592,9.110256438580227e-09,0.0,0.032443322587632786,MEDIUM
1992-07-29,0.9999145993067816,8.5400703003708e-05,0.0,0.06488164100654345,MEDIUM
1992-07-30,0.0070862408020324,0.9929145249591064,0.0,0.002537972972344266,LOW
1992-07-31,0.0215492123667073,1.6595498392225854,0.0,0.0059179489732386365,LOW
1992-08-03,0.0203510056877625,1.8603271765294995,0.0,0.008772172549746812,LOW
1992-08-04,0.0035257807883019,2.8853864152354936,0.0,0.009737949839402148,LOW
1992-08-05,0.0332074166236316,3.792593660044006,0.0,0.016495339314887853,LOW
1992-08-06,0.9470206139560088,0.2184310718639402,0.0,0.030884522332464522,LOW
1992-08-07,0.9409346688451116,0.0689163026672009,0.0,0.061409258902108715,MEDIUM
1992-08-10,0.0741076698525796,1.0052504877982835,0.0,0.004497343493216825,LOW
1992-08-11,0.0345540077641215,1.835778769314787,0.0,0.006676785546644243,LOW
1992-08-12,0.0260405881782021,2.5845821131355105,0.0,0.00926975837082125,LOW
1992-08-13,0.0351149764470964,3.174950724460213,0.0,0.013419109922071279,LOW
1992-08-14,0.0041203756559638,3.790984625939891,0.0,0.012258825987257783,LOW
1992-08-17,0.0023658163828078,4.850966665221911,0.0,0.014404716981106033,LOW
1992-08-18,0.0021147657178402,5.930182957149986,0.0,0.016754451462694636,LOW
1992-08-19,0.0223129585599739,6.732970336639847,0.0,0.023849875613967755,LOW
1992-08-20,0.0024864213552334,7.805159866523425,0.0,0.02163860894990552,LOW
1992-08-21,0.9991216719517366,0.007606174241653,0.0,0.0324175869308894,MEDIUM
1992-08-24,0.9391499538635332,0.0647777647330466,0.0,0.06130368764838681,MEDIUM
1992-08-25,0.8783979057018908,0.1227039428150955,0.0,0.08654002811773948,HIGH
1992-08-26,0.0066483367926691,1.081480877782705,0.0,0.0025252418785543986,LOW
1992-08-27,0.1520290329647727,1.7613319235707097,0.0,0.013603241127192129,LOW
1992-08-28,0.0022676181960839,2.434225019080977,0.0,0.007193800320325122,LOW
1992-08-31,0.0021146575847794,2.8959159440117457,0.0,0.009573959699469295,LOW
1992-09-01,0.0020203770440222,3.4969379268358054,0.0,0.011953755630103629,LOW
1992-09-02,0.3731297078082553,2.7699742336671496,0.0,0.08080983539550171,HIGH
1992-09-03,0.1904135240792195,3.1083548614328267,0.0,0.05562509557077958,MEDIUM
1992-09-04,0.0022687385514402,4.354425277007833,0.0,0.019183727895366973,LOW
1992-09-08,0.1053367140633758,4.3644153505734185,0.0,0.04875797176489687,MEDIUM
1992-09-09,0.002149311917549,5.419161425138304,0.0,0.023944966254089744,LOW
1992-09-10,0.9472811690017116,0.3482679676473134,0.0,0.030892220269398574,LOW
1992-09-11,0.0062847503144509,1.9364407464959492,0.0,0.002514672111012568,LOW
1992-09-14,1.0,0.0,0.0,0.03244332265191245,MEDIUM
1992-09-15,0.9999994829129342,5.170870658322002e-07,0.0,0.06488661500384121,MEDIUM
1992-09-16,0.786117101963909,0.2138828980930318,0.0,0.07822852813588833,HIGH
1992-09-17,0.1485905553417428,0.8532835106215659,0.0,0.006699370153615815,LOW
1992-09-18,0.063717172564835,1.6959188253825437,0.0,0.008384354826055738,LOW
1992-09-21,0.365973050466148,1.6587017293178448,0.0,0.03975067447670989,MEDIUM
1992-09-22,0.9999999221092438,2.59169045992458e-07,0.0,0.03244332036981267,MEDIUM
1992-09-23,0.1692110913964325,0.8308602024266104,0.0,0.007313319301931229,LOW
1992-09-24,0.004694156268178,0.9978849859931872,0.0,0.004936879488501262,LOW
1992-09-25,0.9996629855455632,0.0006740479902584,0.0,0.03243344828898606,MEDIUM
