Date,p_calm,p_crisis,p_calm_raw,p_crisis_raw,state,quality_flag
2007-09-03,0.9961914783405171,0.0038085216594829128,0.99619147834074,0.0038085216594829128,0,OK
2007-09-04,0.9963811582741049,0.0036188417258950943,0.996823744785834,0.0031762552141901858,0,OK
2007-09-05,0.9928899289743999,0.007110071025600118,0.9847437272756129,0.015256272724911844,0,OK
2007-09-06,0.994830460416946,0.005169539583054007,0.999358367116063,0.0006416328837797463,0,OK
2007-09-07,0.9962812472919479,0.0037187527080521005,0.9996664166676487,0.0003335833330476525,0,OK
2007-09-10,0.9973726912102601,0.002627308789739946,0.9999193936857075,8.060631367825155e-05,0,OK
2007-09-11,0.9981502102548759,0.0018497897451240615,0.9999644213584536,3.55786410203324e-05,0,OK
2007-09-12,0.9986957803028489,0.0013042196971511395,0.9999687770814052,3.122291854765506e-05,0,OK
2007-09-13,0.9990664683957116,0.0009335316042884769,0.9999314072799262,6.859272094226462e-05,0,OK
2007-09-14,0.9993378229464129,0.000662177053587078,0.9999709835655065,2.901643528381387e-05,0,OK
2007-09-17,0.9995248112978554,0.0004751887021446293,0.9999611174509221,3.888254877891568e-05,0,OK
2007-09-18,0.9994802345111751,0.0005197654888248848,0.9993762220096173,0.0006237779910788143,0,OK
2007-09-19,0.9995951325772287,0.00040486742277138165,0.9998632280648773,0.00013677193531320766,0,OK
2007-09-20,0.9997096408880661,0.0002903591119339172,0.9999768269474026,2.3173053313166798e-05,0,OK
2007-09-21,0.9997885780960478,0.0002114219039521404,0.9999727649153908,2.7235085327994568e-05,0,OK
2007-09-24,0.9998447624431873,0.0001552375568126776,0.9999758592533812,2.414074682059777e-05,0,OK
2007-09-25,0.9998834771842244,0.00011652281577555042,0.9999738115794093,2.6188420022253666e-05,0,OK
2007-09-26,0.9999089553900447,9.104460995531681e-05,0.9999684045367923,3.1595463041438435e-05,0,OK
2007-09-27,0.9999241114754122,7.588852458788824e-05,0.9999594756744454,4.052432539722159e-05,0,OK
2007-09-28,0.9999357866898649,6.421331013503372e-05,0.9999630288561646,3.697114307837316e-05,0,OK
2007-10-01,0.9999275168806012,7.248311939882411e-05,0.9999082206587651,9.177934101433502e-05,0,OK
2007-10-02,0.9999424169607645,5.7583039235516e-05,0.9999771838140035,2.281618552113042e-05,0,OK
2007-10-03,0.999950181484841,4.981851515895903e-05,0.9999682987077002,3.170129231365946e-05,0,OK
2007-10-04,0.99995484042068,4.515957932010528e-05,0.999965711271554,3.428872902944654e-05,0,OK
2007-10-05,0.9999593493611308,4.06506388691981e-05,0.9999698702223034,3.0129777817081382e-05,0,OK
2007-10-08,0.999859682378401,0.00014031762159905957,0.9996271260845621,0.000372873914635403,0,OK
2007-10-09,0.9998937178571213,0.00010628214287870162,0.9999731339747192,2.6866025864533104e-05,0,OK
2007-10-10,0.9999192991300445,8.070086995547514e-05,0.9999789887667295,2.1011233134613397e-05,0,OK
2007-10-11,0.9999350085385391,6.499146146093309e-05,0.9999716638243886,2.833617497366832e-05,0,OK
2007-10-12,0.9999448720184901,5.512798150989458e-05,0.9999678868052359,3.21131949574714e-05,0,OK
2007-10-15,0.9999449374737837,5.506252621636548e-05,0.9999450902029108,5.4909797198130926e-05,0,OK
2007-10-16,0.9999526542689136,4.7345731086490515e-05,0.9999706601240674,2.9339875783448957e-05,0,OK
2007-10-17,0.9999562979164418,4.3702083558159506e-05,0.9999647997603412,3.520023932538715e-05,0,OK
2007-10-18,0.9999492480815039,5.075191849608117e-05,0.9999327984667924,6.720153335123173e-05,0,OK
2007-10-19,0.9999540489368454,4.5951063154600006e-05,0.9999652509321497,3.4749067357810636e-05,0,OK
2007-10-22,0.9999464702465852,5.3529753414815665e-05,0.9999287866359126,7.121336402198554e-05,0,OK
2007-10-23,0.9999544255331321,4.557446686787206e-05,0.9999729878683314,2.7012131591670318e-05,0,OK
2007-10-24,0.9999570007303656,4.299926963434579e-05,0.9999630095246601,3.6990476089451164e-05,0,OK
2007-10-25,0.9999612400789808,3.8759921019240345e-05,0.9999711318925233,2.8868107583994307e-05,0,OK
2007-10-26,0.999961078024027,3.8921975972990605e-05,0.9999606998964001,3.930010419840788e-05,0,OK
2007-10-29,0.9999659597013849,3.404029861511429e-05,0.9999773502823103,2.2649718113402902e-05,0,OK
2007-10-30,0.9999667367120229,3.3263287977155634e-05,0.9999685497366821,3.1450263155252105e-05,0,OK
2007-10-31,0.999970803272629,2.9196727370962726e-05,0.9999802919133187,1.970808595651262e-05,0,OK
2007-11-01,0.9999559428379112,4.4057162088729796e-05,0.9999212684905825,7.873150976351963e-05,0,OK
2007-11-02,0.999960071431258,3.992856874205787e-05,0.9999697048156805,3.0295184266490037e-05,0,OK
2007-11-05,0.9999635737025908,3.642629740920983e-05,0.99997174566932,2.825433096589773e-05,0,OK
