Date,yz_var,log_yz,parkinson_var,gk_var,rs_var,rv_1,rv_5,rv_21,hv_10,hv_22,hv_100,target_yz_1,target_yz_5,target_yz_21,log_yz_jump,target_jump_1,target_jump_5,target_jump_21
1965-06-04,9.183832189249127e-05,-9.295480886747786,0.0,0.0,0.0,9.183832189249017e-05,0.0009806261601801277,0.0018345646997916343,0.013547517230097497,0.009390904864518079,0.009888485248834209,-10.450885837006874,-10.078517675392549,-8.931797089795834,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
1965-06-07,2.8922640201045146e-05,-10.450885837006874,0.0,0.0,0.0,2.8922640201044492e-05,0.0008175534159506734,0.0018629148624005542,0.01344462598535737,0.009205002724174795,0.00987786213363788,-10.769301990407175,-9.654255828268234,-8.940828768841591,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
1965-06-08,2.103543759514738e-05,-10.769301990407175,0.0,0.0,0.0,2.1035437595146684e-05,0.0008268546577106169,0.001883937794962782,0.013320831722577956,0.009217459218911237,0.00983783986010427,-9.839565148541938,-9.411897604035339,-8.91876221766954,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
1965-06-09,5.3300482872949946e-05,-9.839565148541938,0.0,0.0,0.0,5.330048287294864e-05,0.00030995705280685836,0.001935851073125732,0.013361754348530597,0.009269805437780198,0.009793452351558962,-9.208258633079552,-9.455300591396558,-8.937615146276789,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
1965-06-10,0.00010020838972194132,-9.208258633079552,0.0,0.0,0.0,0.00010020838972193976,0.00029530527228356976,0.0020027290713782943,0.012882808478073804,0.009367333745617362,0.009824332878434833,-11.960623064130692,-9.608297055376427,-8.96406649661252,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
1965-06-11,6.390978185604203e-06,-11.960623064130692,0.0,0.0,0.0,6.390978185604153e-06,0.00020985792857668373,0.00200372888365748,0.01144573416481867,0.009415884297269257,0.009826126288727538,-8.875122242011734,-8.667343518172343,-8.91295110584762,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
1965-06-14,0.00013982453411688923,-8.875122242011734,0.0,0.0,0.0,0.00013982453411688888,0.00032075982249252813,0.0020774765732692307,0.011134822803473313,0.00954679382810259,0.009847951398634225,-9.12412591636002,-8.819589455819333,-8.94976263702915,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
1965-06-15,0.00010900400584553121,-9.12412591636002,0.0,0.0,0.0,0.00010900400584552955,0.00040872839074291103,0.0021848459396366753,0.011485176826384204,0.009615748822829317,0.009810720992268323,-10.233661741699152,-8.24666824537433,-8.976068770105025,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
1965-06-16,3.593992478073158e-05,-10.233661741699152,0.0,0.0,0.0,3.593992478073044e-05,0.00039136783265069275,0.002218462603865991,0.006930102591875903,0.009620280086199588,0.009819692444517846,-10.0158477472232,-8.172192490533785,-8.964209508052136,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
1965-06-17,4.4686113274929095e-05,-10.0158477472232,0.0,0.0,0.0,4.468611327492888e-05,0.0003358455562036819,0.0022312630988336854,0.004099295028143607,0.009631444113081115,0.009831668438157151,-7.540515010896255,-8.204191855241453,-8.920013715516067,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
1965-06-18,0.0005311240156936357,-7.540515010896255,0.0,0.0,0.0,0.0005311240156936314,0.0008605785937117091,0.0027622384488275717,0.01019880592933252,0.01118470574471103,0.010137724601878072,-10.909096721844422,-8.661634751314965,-9.129647934366192,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
1965-06-21,1.8291084977524297e-05,-10.909096721844422,0.0,0.0,0.0,1.829108497752419e-05,0.0007390451445723445,0.0027788950491931964,0.010184185697788901,0.011171982498901098,0.010127759476063581,-7.292519414627243,-8.222176755606032,-9.110835513920469,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
1965-06-22,0.0006806111481838343,-7.292519414627243,0.0,0.0,0.0,0.0006806111481838317,0.0013106522869106465,0.003396141366543863,0.013812268082227696,0.012734768701237091,0.010465693220077513,-8.893498534336288,-8.90028870633353,-9.40733016401419,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
1965-06-23,0.00013727854217704033,-8.893498534336288,0.0,0.0,0.0,0.00013727854217703933,0.0014119909043069556,0.003472689002765154,0.014121439688024763,0.012849272647967255,0.010518009970194982,-15.336190415415247,-9.035324749866762,-9.451085781862535,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
1965-06-24,2.1856224457979125e-07,-15.336190415415247,0.0,0.0,0.0,2.1856224457976992e-07,0.0013675233532766066,0.003432016278741331,0.013757270060352501,0.012779542331530853,0.010475047466417692,-10.444561080657413,-9.00626157223437,-9.427497623423323,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
1965-06-25,2.910614857075485e-05,-10.444561080657413,0.0,0.0,0.0,2.9106148570754595e-05,0.0008655054861537296,0.003235570484291952,0.013844807664354261,0.012807384309613912,0.010470411556460451,-7.609067646010027,-9.052344480986587,-9.284690038282859,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
1965-06-28,0.0004959340280613944,-7.609067646010027,0.0,0.0,0.0,0.0004959340280613936,0.0013431484292375988,0.0034125021966836437,0.015190763856498514,0.013273746466604132,0.010675697843379744,-10.860053863682063,-9.58823339613321,-9.462725959799645,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
1965-06-29,1.9210493039561225e-05,-10.860053863682063,0.0,0.0,0.0,1.9210493039560693e-05,0.0006817477740933279,0.0032397173052927048,0.014878173438842021,0.01276943392776748,0.010677854832926848,-9.880490477006568,-9.633710138350697,-9.293939303732687,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
1965-06-30,5.1163176351942345e-05,-9.880490477006568,0.0,0.0,0.0,5.116317635194146e-05,0.00059563240826823,0.0032791462858094435,0.014933322140096844,0.012418923490120968,0.010691309251178201,-10.937236989081608,-9.542633095865211,-9.260564086346102,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
