Date,yz_var,log_yz,parkinson_var,gk_var,rs_var,rv_1,rv_5,rv_21,hv_10,hv_22,hv_100,target_yz_1,target_yz_5,target_yz_21,log_yz_jump,target_jump_1,target_jump_5,target_jump_21
2007-08-28,8.351025828647518e-05,-9.390541067948547,0.00010220830765361555,5.0430770107227774e-05,2.463959251589652e-05,0.00027916436818895544,0.0004385577175506629,0.005023861911258742,0.014335982046884016,0.015446348763268362,0.010544520215401679,-8.971686183191787,-9.525079456908909,-9.431941407008427,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
2007-08-29,0.00012695394296890014,-8.971686183191787,7.960274260096824e-05,6.813908222412301e-05,5.875685552985428e-05,2.998294908811531e-05,0.0003185300649642018,0.005052224337546159,0.01442846084927156,0.015502999639941695,0.010556913948551204,-9.277837819019592,-9.580234294920107,-9.497554302576669,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
2007-08-30,9.347300969383684e-05,-9.277837819019592,7.725340545840115e-05,8.741476831380258e-05,8.947568522805604e-05,0.00015502364930602484,0.0004735315006991111,0.004887292138729707,0.010412561525964266,0.015746694837090475,0.010544470074577815,-10.015815527559319,-9.480338130115765,-9.530568099601936,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
2007-08-31,4.4687553069705906e-05,-10.015815527559319,5.614967080990346e-05,5.8652969177517625e-05,5.796323709288085e-05,0.00012867423802170628,0.00059314470974524,0.004976492308254283,0.008574314168530326,0.015453265039564143,0.010599295030168092,-11.85857432740272,-9.098668934339294,-9.475133605007406,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
2007-09-03,7.077608649426034e-06,-11.85857432740272,6.880766946170285e-06,9.457596726673243e-06,9.451013965443353e-06,1.1086561452992177e-07,0.0005929560702193317,0.004781612816926703,0.00861885760451214,0.015393985552160256,0.010597003458131256,-9.285090452675536,-8.971649661023221,-9.470296652659973,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
2007-09-04,9.279753663075188e-05,-9.285090452675536,8.222079184012783e-05,8.6577356422814e-05,9.346592367686129e-05,4.329348696516647e-05,0.0003570851889955428,0.00478566470487175,0.008642438797425806,0.01512235911455205,0.010594421537648899,-9.139247526642595,-9.062896427096861,-9.52188300424379,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
2007-09-05,0.00010736808975028224,-9.139247526642595,0.0001375340604422556,6.517375226102799e-05,2.936693193942231e-05,0.00043187864203486127,0.0007589808819422888,0.00491273152768927,0.010939578699851448,0.0157583303525305,0.010795881612387016,-8.949825425949378,-9.179190848104273,-9.572212002625747,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
2007-09-06,0.00012975980976435563,-8.949825425949378,8.619990033249459e-05,0.00011875251625583508,0.00015304296509252485,2.379295309718383e-05,0.0006277501857334479,0.004527089180559375,0.01103630761905749,0.015330418840392204,0.010803299603117489,-8.412519436588887,-9.197321330279127,-9.644195296316743,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
2007-09-07,0.00022206966009683733,-8.412519436588887,0.0002512051874935009,0.00017433942969322612,0.00012383142136436958,0.0004955680391202588,0.0009946439868320004,0.004597749886210832,0.013143947428264378,0.015307604113424078,0.01099197551208305,-9.399109028418543,-9.633835426224914,-9.810519252231842,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
2007-09-10,8.279780219233678e-05,-9.399109028418543,7.823789785761431e-05,8.950264386622655e-05,9.806391490314954e-05,3.917054779571553e-05,0.001033703669013186,0.0039078601613135025,0.01318421887139159,0.014780063183608947,0.010907724011002764,-10.192803079712439,-9.75261077575628,-9.864454508307059,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
2007-09-11,3.743879444887044e-05,-10.192803079712439,4.405403584426691e-05,3.264877097114789e-05,2.5760714857530197e-05,0.00021361043634170814,0.0012040206183897275,0.0036172307215259006,0.0131531267289028,0.014003548266058029,0.011011763999366502,-10.036932021860675,-9.267067145112295,-9.882677231871192,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
2007-09-12,4.375380205965874e-05,-10.036932021860675,3.8659476386971365e-05,5.001841092767867e-05,6.12493818690111e-05,1.0068682893756955e-05,0.0007822106592486233,0.003424406799713541,0.013078963842223889,0.013133273007432994,0.01100408448188681,-9.023927061157066,-9.12276552233725,-9.89337278118769,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
2007-09-13,0.00012049201540160226,-9.023927061157066,0.0001102713533803042,0.0001058095799826324,9.996512811013609e-05,8.207351885946224e-05,0.0008404912250109017,0.003497520292622209,0.012772344816353759,0.012908481989279531,0.011036367961060726,-10.05676021136709,-9.308761436653903,-9.938177242646068,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
2007-09-14,4.289478785298158e-05,-10.05676021136709,4.186031675210079e-05,5.280144206180321e-05,7.642399242467512e-05,4.268509721466013e-05,0.000387608283105303,0.0026825162486271924,0.012259600142927164,0.012976963864904233,0.010906789220241372,-9.983961741764507,-9.27862829400683,-9.944823995630342,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
2007-09-17,4.613393491630476e-05,-9.983961741764507,5.256369354159934e-05,5.221545181508926e-05,5.6066326056751445e-05,7.637185503482295e-05,0.0004248095903444104,0.002225966360647291,0.012425374073147305,0.011378571703992427,0.010933308689865872,-8.425747047751937,-9.352100718331615,-9.975237313577328,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
2007-09-18,0.00021915155132110645,-8.425747047751937,0.00020560854582210615,0.00011972531771035368,7.1834781433745e-05,0.00035693357641730574,0.000568132730420008,0.002567978054922022,0.013954995890914687,0.011026862688509123,0.01108112761073667,-9.052570358805673,-9.903056380293558,-10.17242385979126,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
2007-09-19,0.00011708968628791669,-9.052570358805673,0.0001572105513358586,9.113349397056036e-05,5.761592525253093e-05,0.0008335029348137712,0.0013915669823400222,0.0034012991901697124,0.015078881667752697,0.01250845324577154,0.011426446655107494,-10.488187630314389,-10.423328183402376,-10.267241670252552,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
2007-09-20,2.7863647764963187e-05,-10.488187630314389,1.6525880370399724e-05,2.2718907340768984e-05,2.7404104677744517e-05,2.8012393721980344e-05,0.0013375058572025404,0.0032793009822171164,0.015321878298260004,0.012608150029279468,0.011436176692090929,-9.776732710435084,-10.476981872410715,-10.270599954853084,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
2007-09-21,5.675693377244106e-05,-9.776732710435084,3.49158774753123e-05,4.3910381191094286e-05,5.193749746036575e-05,9.200257343495925e-07,0.0012957407857222298,0.003280198794380351,0.012674238600027652,0.01240068882110793,0.011415006281786287,-11.246509278073987,-10.585239722721397,-10.205321145990412,-26.937873935368604,-26.937873935368604,-26.937873935368604,-26.937873935368604
