ticker,model,horizon,alpha,l1_ratio,rmse,mae,qlike,mase,hit_rate,mz_alpha,mz_beta,mz_r2,mz_alpha_p,mz_beta_p,dm_stat,dm_p,jb_p,ljungbox_p,bp_p,tail_corr,tail_corr_p,beta_stability,ceq_gain_bps,enc_beta2,enc_beta2_p,n_params,param_sample_ratio
DJIA,ENet-HAR-X,100,0.001,0.1,0.00014090186611653114,6.302106673541837e-05,0.6019779138244645,0.8831789784473105,0.7309976247030879,8.275089358341171e-05,0.24405369736507043,0.015109143537372582,1.089809561790733e-53,4.2005621526870415e-07,2.054353208890218,0.040095648863983424,0.0,0.0,,-0.2804509969668341,0.00022144851443719023,0.1103409633586461,,,,9,0.001336898395721925
RUSSELL2000,ENet-HAR-X,1,0.01,0.5,0.0014367260669892713,0.00015811381063747352,0.38551106411276087,1.9299855133287072,0.6729758149316509,0.00014118835968733186,0.079777457186476,0.15814751682872685,4.878069026871337e-93,4.324791919902759e-73,1.0311295559281233,0.30261123593946704,0.0,1.4501709731050595e-93,,0.37878547809313856,6.544153672782814e-08,0.20653702008988947,,,,9,0.0011835875854813256
RUSSELL2000,ENet-HAR-X,5,0.00316,0.1,0.0006695406709022987,0.00010522032401167314,0.2206893980500498,1.2843514442637354,0.7039957939011566,0.00013249952144321674,0.1457436926864723,0.17951150634695978,2.9679264180161223e-115,1.007610644437711e-83,1.0240545125171618,0.30593982019866206,0.0,9.869404265738446e-112,,0.33396424634885646,2.341723685644823e-06,0.1984837459598791,,,,9,0.0011835875854813256
RUSSELL2000,ENet-HAR-X,10,0.000316,0.5,0.0004047374934725815,9.246340741389811e-05,0.2177050555291701,1.128636620054615,0.7082018927444795,0.00012693813271990977,0.19371556953523517,0.14136394743414038,3.199719883424462e-120,6.377119421301837e-65,1.0156336326269726,0.30993312572379406,0.0,4.57477329822433e-224,,0.10731778726922016,0.13948906933320235,0.19338879289894628,,,,9,0.0011835875854813256
RUSSELL2000,ENet-HAR-X,21,0.000316,0.1,0.0002495581527630394,8.490264489409026e-05,0.26676667890584715,1.0363476411595012,0.7082018927444795,0.00011967715568156043,0.25814517751027904,0.11277187781737485,1.5001548002440813e-121,2.3343263589340268e-51,1.0098245214235264,0.3127078829717296,0.0,0.0,,0.018030104712041885,0.8044706582376293,0.19588876474800837,,,,9,0.0011835875854813256
RUSSELL2000,ENet-HAR-X,63,0.0001,0.1,0.00015303222676236027,7.86657096330143e-05,0.36779600733347667,0.9602177025228016,0.6982124079915878,0.00012340259820989768,0.25835437925484905,0.05874904997398467,1.555977038992784e-142,7.844721061605113e-27,1.4036681072638584,0.16058103292120585,0.0,0.0,,-0.4717139707908515,5.653099366592983e-12,0.20322054648600119,,,,9,0.0011835875854813256
RUSSELL2000,ENet-HAR-X,100,0.0001,0.1,0.0001341921630437144,7.603729780804062e-05,0.3654428900003612,0.9281345041936431,0.6903259726603576,0.00014329185262953076,0.12881185644909582,0.013467393200902955,7.712970118427813e-191,3.8759316939548434e-07,2.052003580978256,0.04030601359838437,0.0,0.0,,-0.49461284100303105,3.5282507459674456e-13,0.20418166385100608,,,,9,0.0011835875854813256
SENSEX,ENet-HAR-X,1,0.0001,0.1,0.00019791370167617832,6.97457317968109e-05,0.48035630665088364,0.36404175047232135,0.9120639534883721,6.47737308383075e-06,0.9573162015445452,0.09662203002619663,0.47551603890848104,3.3095621141218366e-32,-12.109049324544792,0.0,0.0,0.04554415316109388,,0.11066259654922839,0.19630899115679246,0.19469343929553354,,,,9,0.0016360661697873114
SENSEX,ENet-HAR-X,5,0.0001,0.9,0.00010598194791989227,5.519130321599832e-05,0.2536667316915398,0.28807409594803884,0.9280523255813954,1.1030378052418873e-05,0.8352924914016009,0.22558149401451832,0.029689875091370756,2.406913626015656e-78,-10.740259655259255,0.0,0.0,0.0,,0.022089595857430207,0.7970513754551111,0.15620961940169684,,,,9,0.0016360661697873114
SENSEX,ENet-HAR-X,10,0.0001,0.1,8.176341341436686e-05,4.975676794529223e-05,0.1969627550736468,0.2597082349557842,0.938953488372093,1.8832564814710056e-05,0.703495304491233,0.26720648899683896,1.97629801015797e-06,7.260262635449836e-95,-12.124186177799672,0.0,0.0,0.0,,0.1335535823959049,0.11837445382786675,0.15027308302538217,,,,9,0.0016360661697873114
SENSEX,ENet-HAR-X,21,0.0001,0.1,6.534739934247914e-05,4.7347480668770675e-05,0.15545058890217398,0.24713282517887075,0.9244186046511628,2.0379316984398124e-05,0.6290063566130696,0.358008715655201,1.5285898749357777e-11,2.127504580184825e-134,-14.789755870808538,0.0,7.2479812310661034e-273,0.0,,0.3401569445808,4.465014707689016e-05,0.1478086626448511,,,,9,0.0016360661697873114
SENSEX,ENet-HAR-X,63,0.0316,0.1,6.736877496200337e-05,5.3294096838825e-05,0.15346981217872585,0.2781715210841673,0.9425872093023255,3.0756847455319164e-05,0.4394170037913093,0.3526240415591969,1.0812697587620656e-37,6.655730350456722e-132,-13.757389954053615,0.0,1.2466156497316106e-93,0.0,,0.4315701992515793,1.2583220193157832e-07,0.13366810435946166,,,,9,0.0016360661697873114
SENSEX,ENet-HAR-X,100,0.01,0.1,7.33885618372085e-05,5.558937587423323e-05,0.1682249068755111,0.2901518584660548,0.9244186046511628,3.405975197537351e-05,0.37808164315850756,0.33149735926783885,2.8609542805186795e-50,2.6172295951420486e-122,-12.604279375098757,0.0,1.1664877613700377e-200,0.0,,0.11345262095623405,0.18519573678795528,0.14009494853913093,,,,9,0.0016360661697873114
NASDAQ,ENet-HAR-X,1,0.3,0.1,0.0005478916629407197,0.00018616667568726588,0.5889769144666234,1.539960467855063,0.6094890510948905,6.851961948872162e-05,0.4361748594916272,0.2055371546627689,1.6711703456304009e-12,5.331808856639988e-139,0.6245097299206619,0.5323448973311473,0.0,1.5313579690741178e-89,,0.3342301494126312,1.418631332689527e-08,0.19025303100016014,,,,9,0.000821317758715094
