ticker,model,family,horizon,d_model,nhead,num_layers,dropout,weight_decay,lr,max_epochs,batch_size,rmse,mae,qlike,mase,hit_rate,mz_alpha,mz_beta,mz_r2,mz_alpha_p,mz_beta_p,mz_joint_p,jb_stat,jb_p,ljungbox_stat,ljungbox_p,ljungbox_sq_stat,ljungbox_sq_p,bp_p,arch_p,tail_corr_90,tail_corr_p_90,tail_corr_95,tail_corr_p_95,ceq_gain_bps,enc_beta2,enc_beta2_p,pit_ks_stat,pit_ks_p,cc_p_95,stress_qlike,stress_correlation,self_attention_to_t_minus_1,causal_violation,self_attention_sparsity,attention_entropy,attention_gini,avg_attention_matrix,n_params,param_sample_ratio,n_obs_total,n_train,n_test,n_features,n_nonstationary_feats,window,target_param_ratio,sigma2_final
SP500,Decoder-Only Transformer-HAR-X-Attention,Decoder-Only Transformer-HAR-X,1,32,2,1,0.1,0.0001,0.0005,250,64,0.0002536417467167,0.0001416400869887,0.8006376821398006,0.9373888521460156,0.4841480875434649,-7.575420933362343e-05,0.9214900313475682,0.2541267081176459,4.059772827544679e-42,0.0,1.40593215085e-313,3776399.6969630783,0.0,4549.636156046782,0.0,1198.431372907978,3.1402142213661007e-251,2.1723938268945316e-72,,0.2073610320622272,0.0009281223565152,0.0427006338470261,0.6519179438785894,,0.4970583168741681,1.1780201212978983e-55,0.4995136835826974,0.0,,0.4046906257028761,0.409026963898302,0.3071677088737488,0.0,0.56,2.5630557537078857,0.5666360970121977,"[[1.         0.         0.         0.         0.        ]
 [0.5243251  0.47567457 0.         0.         0.        ]
 [0.37383613 0.30907294 0.31709015 0.         0.        ]
 [0.29721448 0.24113463 0.22154057 0.24010897 0.        ]
 [0.24895169 0.19797732 0.18111119 0.1737323  0.19822562]]",13570,0.693160341216734,24472,19577,4895,8,0,5,0.7,1.4247455131410065
SP500,Decoder-Only Transformer-HAR-X-Attention,Decoder-Only Transformer-HAR-X,5,32,4,1,0.1,0.0001,0.0005,250,64,0.0002527388199264,0.0001076578205132,0.6947536722993418,0.7124387198132853,0.4877250409165303,-4.466774430193936e-05,1.0823279170350872,0.1642378448800108,6.43590989745972e-14,1.143643082720464e-192,1.1436430827214445e-192,5292820.087689214,0.0,6082.147007373224,0.0,1377.8407734517705,6.034867380070186e-290,5.182043023551973e-27,,0.162690672668167,0.0167045693024003,0.137062188747582,0.1976766441850823,,0.4033899491762635,3.717382819870007e-12,0.4996163043720218,0.0,,1.0458492164850024,0.2893897255170801,0.3198116421699524,0.0,0.52,2.5667529106140137,0.5613717908838158,"[[1.         0.         0.         0.         0.        ]
 [0.506991   0.49300876 0.         0.         0.        ]
 [0.34045058 0.32680842 0.33273953 0.         0.        ]
 [0.25751054 0.24438362 0.24652098 0.2515832  0.        ]
 [0.20954067 0.19299316 0.19437832 0.19892608 0.20416027]]",13570,0.6932665781138244,24468,19574,4894,8,0,5,0.7,1.3719259131962322
SP500,Decoder-Only Transformer-HAR-X-Attention,Decoder-Only Transformer-HAR-X,10,32,2,1,0.2,0.0001,0.0005,250,64,0.0002911931416266,0.0001876640097931,1.019484333472629,1.2417628601020965,0.5027624309392266,-5.996591467495713e-05,0.6806891710788352,0.1491212357078484,1.7741118016917964e-19,1.3706297902123779e-173,1.3706297902134076e-173,3469127.495451765,0.0,6479.022810475,0.0,1116.0491143250729,1.8303524258853566e-233,8.107882602542788e-40,,0.2731919609871435,8.712158774915122e-05,0.1775055991041433,0.0852687304695825,,0.3526674809266383,3.8462590835710876e-14,0.4996183131384977,0.0,,0.501889010919885,0.2476853780836483,0.2598639726638794,0.0,0.56,2.5571908950805664,0.5721410879502884,"[[1.         0.         0.         0.         0.        ]
 [0.44659972 0.5534007  0.         0.         0.        ]
 [0.3773656  0.25540107 0.36723304 0.         0.        ]
 [0.29932782 0.24116094 0.18929957 0.27021062 0.        ]
 [0.25359112 0.19303429 0.18911043 0.14815554 0.21610683]]",13570,0.6934082779764946,24463,19570,4893,8,0,5,0.7,1.8925849701714572
SP500,Decoder-Only Transformer-HAR-X-Attention,Decoder-Only Transformer-HAR-X,21,32,4,1,0.1,0.0001,0.0003,250,64,0.0002921868179526,0.00016572236394,0.9487762657736216,1.096184777267891,0.4888433981576254,1.4163385393692713e-07,0.5004693479924697,0.0677713464477535,0.9828993658299396,1.6391159172192676e-76,1.6391159172245866e-76,3181054.973045322,0.0,9453.472931309949,0.0,1537.711445856817,0.0,2.8765563352009617e-15,,-0.0504282770294352,0.5038255926464454,-0.1563755937157472,0.1994454157701097,,0.1224148609286665,0.0108957805349819,0.4996370066685228,0.0,,0.9407165307919808,0.151404331218558,0.2803802192211151,0.0,0.52,2.5611894130706787,0.568743571034666,"[[1.         0.         0.         0.         0.        ]
 [0.4612097  0.53878945 0.         0.         0.        ]
 [0.33596745 0.28412732 0.37990466 0.         0.        ]
 [0.25470802 0.23618652 0.20919476 0.29991108 0.        ]
 [0.21164781 0.18616228 0.18495259 0.16698909 0.25024736]]",13570,0.6937273145544707,24452,19561,4891,8,0,5,0.7,1.5191339095604108
SP500,Decoder-Only Transformer-HAR-X-Attention,Decoder-Only Transformer-HAR-X,63,32,4,1,0.2,0.0001,0.0005,250,64,0.0002913089630413,0.000156299596296,1.018929941345991,1.032502535536057,0.5006152584085316,5.460550932251208e-05,0.2689377709373382,0.0084367740754933,7.774773530024906e-11,1.3060083814843236e-10,1.3060083814804682e-10,3112847.070575932,0.0,11681.148819234968,0.0,1815.3385571671536,0.0,0.00397238330938,,-0.2444011684518013,0.0310476690048463,0.0839160839160839,0.7954145018538977,,0.0206863873693564,0.7161488905261726,0.4997900326320176,0.0,,1.8077338111809296,0.0140045693719085,0.3028446733951568,0.0,0.52,2.565791130065918,0.5633922327444787,"[[1.         0.         0.         0.         0.        ]
 [0.48062804 0.5193722  0.         0.         0.        ]
 [0.3327689  0.31431946 0.35291114 0.         0.        ]
 [0.2587995  0.2416554  0.23198298 0.26756218 0.        ]
 [0.21617651 0.1979801  0.1863727  0.18444826 0.21502161]]",13570,0.6948996312986481,24410,19528,4882,8,0,5,0.7,1.6831490170840304
SP500,Decoder-Only Transformer-HAR-X-Attention,Decoder-Only Transformer-HAR-X,100,16,2,1,0.1,0.0005,0.0005,250,64,0.000408173839653,0.0002906696804618,1.33620268040562,1.917531218389252,0.4972273567467652,8.85450184646937e-05,0.0418356737487184,0.0009974479852782,1.5511514579183215e-32,0.0275261774597229,0.0275261774597315,812364.0657599817,0.0,17406.05359849055,0.0,1955.550926047537,0.0,1.998557935761596e-36,,-0.0814612135176651,0.5256327104540506,0.1428571428571428,0.6115222287644655,,-0.0463952051608379,0.071916314660057,0.4995599694315432,0.0,,0.8489450250039838,-0.0647914383565913,0.2643013596534729,0.0,0.56,2.554356813430786,0.5748364241418329,"[[1.         0.         0.         0.         0.        ]
 [0.43388876 0.56611115 0.         0.         0.        ]
 [0.32413882 0.26656485 0.40929642 0.         0.        ]
 [0.2555152  0.22078153 0.19726259 0.32643923 0.        ]
 [0.21065107 0.18053694 0.17367837 0.15948917 0.27564263]]",3586,0.1839162991076007,24373,19498,4875,8,0,5,0.7,2.240679262478698
SP500,Decoder-Only Transformer-HAR-X-Attention,Decoder-Only Transformer-HAR-X,1,32,4,1,0.2,0.0001,0.0005,250,64,0.0002540626880246,0.0001434863429091,0.8011338085190091,0.949607566175372,0.4948812448812449,-5.25684639233133e-05,0.7784815769020644,0.2876803755959305,1.5794455695407255e-27,0.0,0.0,2332046.6474745157,0.0,3457.901071217936,0.0,2007.6138871168107,0.0,8.237716271449631e-132,,0.3104234854517766,8.380444237349052e-07,0.2705612240037345,0.0046249268875469,,0.4914376511308613,5.477033232517517e-88,0.4990737380926787,0.0,,0.4110488195053982,0.3814906287648431,0.2138654440641403,0.0,0.53,3.810282468795776,0.6186722726395957,"[[1.         0.         0.         0.         0.         0.
  0.         0.         0.         0.        ]
 [0.49801773 0.50198215 0.         0.         0.         0.
  0.         0.         0.         0.        ]
 [0.33130848 0.32788664 0.34080553 0.         0.         0.
  0.         0.         0.         0.        ]
 [0.25795338 0.23726837 0.24278173 0.26199612 0.         0.
  0.         0.         0.         0.        ]
 [0.21274541 0.19358823 0.1839986  0.19393162 0.21573527 0.
  0.         0.         0.         0.        ]
 [0.18296857 0.16287315 0.15328103 0.15089819 0.16306068 0.186917
  0.         0.         0.         0.        ]
 [0.15874971 0.14294185 0.13216393 0.1280892  0.12893716 0.14377062
  0.16534635 0.         0.         0.        ]
 [0.14077266 0.1254181  0.11725163 0.11394347 0.11095669 0.11454331
  0.12939434 0.14771849 0.         0.        ]
 [0.12754495 0.11189631 0.10468677 0.10151104 0.09947123 0.09946704
  0.10356119 0.11761481 0.13424514 0.        ]
 [0.11425951 0.10228722 0.09449976 0.09185139 0.08993503 0.09038828
  0.09035043 0.09457094 0.10833067 0.12352493]]",13570,0.693160341216734,24472,19577,4895,8,0,10,0.7,1.2921888847328988
SP500,Decoder-Only Transformer-HAR-X-Attention,Decoder-Only Transformer-HAR-X,5,32,2,1,0.2,0.0005,0.0005,250,64,0.000283243962953,0.0001655968621705,0.9068303650833208,1.0958573741086624,0.5015359410198649,-3.4307057651487854e-05,0.6367973262850171,0.1466409471814531,8.352423346075734e-09,2.3264796884879707e-170,2.3264796884915725e-170,2914526.658525274,0.0,6704.169220442533,0.0,1207.991143670683,2.7218283590632473e-253,1.1753046753166019e-56,,0.2034389549768394,0.0026640342957883,0.2259705970597059,0.0237827462334488,,0.1645372969268737,2.652959433863891e-06,0.4994260906126052,0.0,,0.5407820974240305,0.2677800195809995,0.221660703420639,0.0,0.53,3.810890674591065,0.6180611445589594,"[[1.         0.         0.         0.         0.         0.
  0.         0.         0.         0.        ]
 [0.5153126  0.48468742 0.         0.         0.         0.
  0.         0.         0.         0.        ]
 [0.34065294 0.33634314 0.32300335 0.         0.         0.
  0.         0.         0.         0.        ]
 [0.25679377 0.24412373 0.25250545 0.24657626 0.         0.
  0.         0.         0.         0.        ]
 [0.21129474 0.1904672  0.19093621 0.20387003 0.20343097 0.
  0.         0.         0.         0.        ]
 [0.18498398 0.16097364 0.15058756 0.15857431 0.17242846 0.17245063
  0.         0.         0.         0.        ]
 [0.16219477 0.14324461 0.13258156 0.12543222 0.13414851 0.15171243
  0.15068479 0.         0.         0.        ]
 [0.1479303  0.12732117 0.11894564 0.11378418 0.10849366 0.11937089
  0.13419402 0.12995888 0.         0.        ]
 [0.13353463 0.11752247 0.10583787 0.10310692 0.0997922  0.09660527
  0.10770786 0.11963203 0.11625974 0.        ]
 [0.12083964 0.10603434 0.09953053 0.09370179 0.09091879 0.08952487
  0.08803491 0.09783098 0.10894822 0.10463486]]",13570,0.6932665781138244,24468,19574,4894,8,0,10,0.7,1.4350973043611088
SP500,Decoder-Only Transformer-HAR-X-Attention,Decoder-Only Transformer-HAR-X,10,32,4,1,0.2,0.0001,0.0005,250,64,0.0002564527806342,9.968862899223236e-05,0.6898312006376227,0.6596344029603183,0.5004096681687833,-2.0682113452809518e-05,1.028991152654791,0.1281554362797317,0.0004307960111081,1.3954921189455578e-147,1.3954921189456028e-147,4987567.557845003,0.0,6607.819441007755,0.0,1728.0314623698168,0.0,1.7384282281397865e-17,,0.2222033397369587,0.0015225143368572,0.0991792065663474,0.366484717377188,,0.3167048627491817,5.024419306465061e-06,0.4996114897237979,0.0,,1.6417929457341576,0.2139784526905402,0.2045665085315704,0.0,0.54,3.8092410564422607,0.6194734628705914,"[[1.         0.         0.         0.         0.         0.
  0.         0.         0.         0.        ]
 [0.48822436 0.51177555 0.         0.         0.         0.
  0.         0.         0.         0.        ]
 [0.33110413 0.31283072 0.3560645  0.         0.         0.
  0.         0.         0.         0.        ]
 [0.25498062 0.23337384 0.23600902 0.27563518 0.         0.
  0.         0.         0.         0.        ]
 [0.21302468 0.1894955  0.18278205 0.18916595 0.22553076 0.
  0.         0.         0.         0.        ]
 [0.18709405 0.16123505 0.15319268 0.14935885 0.1567553  0.19236147
  0.         0.         0.         0.        ]
 [0.16516727 0.1447512  0.1328935  0.12831788 0.12550366 0.13599874
  0.1673655  0.         0.         0.        ]
 [0.14810151 0.12987153 0.12065687 0.11226878 0.11115263 0.11047713
  0.1200442  0.14742543 0.         0.        ]
 [0.13069245 0.11840177 0.1099238  0.10498232 0.09802209 0.09892818
  0.09967179 0.10611681 0.13325875 0.        ]
 [0.12278977 0.10409977 0.10071506 0.09592828 0.09256379 0.08783114
  0.08924568 0.09079386 0.0959534  0.12007762]]",13570,0.6934082779764946,24463,19570,4893,8,0,10,0.7,1.3464773877152816
SP500,Decoder-Only Transformer-HAR-X-Attention,Decoder-Only Transformer-HAR-X,21,16,4,2,0.2,0.0001,0.0005,250,64,0.0004114617861289,0.000313251198428,1.3381585818594293,2.072026894945908,0.4932377049180327,-6.873295244404685e-06,0.2937025622374307,0.0602970433913371,0.3428919042532542,5.981098426719578e-68,5.9810984267224685e-68,1011702.2332315393,0.0,13645.577093248998,0.0,1453.4633546920152,2.8321842980872144e-306,1.6244557305298443e-73,,-0.056137632570192,0.4738777633883366,-0.164156710197277,0.2100868897691096,,0.0794660381491351,0.0013800865288779,0.4994909981710864,0.0,,0.4644964768988801,0.1216576167935466,0.2164212614297866,0.0,0.48,3.8129079341888423,0.6153527513560555,"[[1.         0.         0.         0.         0.         0.
  0.         0.         0.         0.        ]
 [0.50978935 0.49021047 0.         0.         0.         0.
  0.         0.         0.         0.        ]
 [0.33925888 0.33655882 0.3241822  0.         0.         0.
  0.         0.         0.         0.        ]
 [0.25414988 0.2523897  0.25150132 0.24195896 0.         0.
  0.         0.         0.         0.        ]
 [0.20281377 0.2017761  0.20138015 0.20087123 0.19315834 0.
  0.         0.         0.         0.        ]
 [0.16876905 0.16771118 0.16764942 0.1676393  0.16733527 0.1608962
  0.         0.         0.         0.        ]
 [0.14430705 0.14367792 0.14327703 0.14361055 0.14372061 0.14354594
  0.1378611  0.         0.         0.        ]
 [0.12600587 0.12539841 0.12533087 0.12528259 0.1257211  0.12586407
  0.125692   0.12070549 0.         0.        ]
 [0.11221903 0.11123917 0.11105768 0.11126261 0.11126619 0.11176455
  0.11201539 0.11181884 0.1073561  0.        ]
 [0.10113368 0.10020749 0.09970602 0.09982271 0.10008722 0.10018282
  0.10064299 0.10089641 0.10067854 0.09664239]]",6866,0.3510045498696386,24452,19561,4891,8,0,10,0.7,2.2697293494256643
