Date,p_change,expected_runlen,p_evt
1988-04-08,1.0,0.0,0.0
1988-04-11,1.0,0.0,0.0
1988-04-12,0.9999999999930047,6.995293233558186e-12,0.0
1988-04-13,0.9999999852007331,1.4799266923032219e-08,0.0
1988-04-14,1.0,0.0,0.0
1988-04-15,1.0,0.0,0.0
1988-04-18,1.0,0.0,0.0
1988-04-19,1.0,0.0,0.0
1988-04-20,1.0,0.0,0.0
1988-04-21,0.9999999988939298,1.1060702354015461e-09,0.0
1988-04-22,0.9999999999708864,2.911360041702156e-11,0.0
1988-04-25,1.0,0.0,0.0
1988-04-26,0.9999607273795373,3.9272620462660335e-05,0.0
1988-04-27,0.9989439061598115,0.001056093841476446,0.0
1988-04-28,1.0,0.0,0.0
1988-05-02,0.9999999999716187,2.8381297312307652e-11,0.0
1988-05-06,0.9998097476636986,0.00019025233630141114,0.0
1988-05-09,0.999829102260943,0.0001708977733115677,0.0
1988-05-10,0.36801482030231525,0.631987710165706,0.0
1988-05-11,0.8574101847421899,0.16060118036621715,0.0
1988-05-12,0.9386014305014059,0.06627734554456248,0.0
1988-05-13,0.9999992450198261,8.052782172528472e-07,0.0
1988-05-16,0.9999999465627126,5.343728742526091e-08,0.0
1988-05-17,0.28202943148008747,0.7179706040190096,0.0
1988-05-18,0.002000561157701782,1.0005519479001066,0.0
1988-05-19,1.0,0.0,0.0
1988-05-20,0.53291875866416,0.4670812413358399,0.0
1988-05-23,0.33742146069913304,0.6626216726277424,0.0
1988-05-24,0.011057870259658332,1.7161383794361487,0.0
1988-05-25,0.022614323946742378,2.7700358675329406,0.0
1988-05-26,0.6445722642200024,1.367942933142357,0.0
1988-05-27,0.004850566859128931,2.3772536064418164,0.0
1988-05-30,1.0,0.0,0.0
1988-05-31,0.9999999999752833,2.4716673152624935e-11,0.0
1988-06-01,0.9892943975057025,0.010705602494297533,0.0
1988-06-02,0.11543981550906372,0.884565683134248,0.0
1988-06-03,0.0031185094356148226,1.4391425952750108,0.0
1988-06-06,0.022039846831035187,2.0148324050399204,0.0
1988-06-07,0.07237688575880723,2.6447452622514094,0.0
1988-06-08,0.06807446979703093,2.8398057282074536,0.0
1988-06-09,0.7059890112636839,1.3282478842347294,0.0
1988-06-10,0.3822203153913937,1.5378232933700096,0.0
1988-06-13,0.9473947634568938,0.10402603990796794,0.0
1988-06-14,0.2553451810210022,1.1036007852370266,0.0
1988-06-15,0.9960516384882306,0.008609904718592944,0.0
1988-06-16,0.002504212334250539,1.037240530870155,0.0
1988-06-17,0.0042829007328897516,2.0926316019017954,0.0
1988-06-20,0.2184962595855308,2.3741122117004827,0.0
1988-06-21,0.744899067674377,0.644917322031024,0.0
1988-06-22,0.9363345594901422,0.17232163948956108,0.0
1988-06-23,0.33005970839360793,0.7138567015454931,0.0
1988-06-24,0.012406281089125351,1.652832067753931,0.0
1988-06-27,0.9470104441220467,0.14688765574705412,0.0
1988-06-28,0.035373270187931224,1.1017861450623256,0.0
1988-06-29,0.0024213524467979345,2.0725340294462313,0.0
1988-06-30,0.002003887690427064,2.710420569136376,0.0
1988-07-01,0.15192540701708365,2.800107140558537,0.0
1988-07-04,0.030582193349089605,3.5066454089702797,0.0
1988-07-05,0.8953968288551221,0.4776262383568708,0.0
1988-07-06,0.9999820662316894,1.7982390934168136e-05,0.0
1988-07-07,0.0020033932769630775,0.9985779903596611,0.0
1988-07-08,0.0022350137684332546,1.4096251438901921,0.0
1988-07-11,0.0020007305434283527,1.9957843040014256,0.0
1988-07-12,0.21339593149570465,2.3820901517342254,0.0
1988-07-13,0.0024172380576517292,3.984118432991942,0.0
1988-07-14,0.002009449275836981,4.979430304145584,0.0
1988-07-15,0.0022260619596108726,5.957323370158181,0.0
1988-07-18,0.00759503889064997,6.71648911212415,0.0
1988-07-19,0.9998168604451586,0.0011038634596700816,0.0
1988-07-20,0.9228839441611014,0.0771294427653229,0.0
1988-07-21,0.02011445762474731,0.9847083004222106,0.0
1988-07-22,0.9999899510312817,2.0407405454699352e-05,0.0
1988-07-25,0.0032867535626864763,0.9978606214634178,0.0
1988-07-26,0.002008975001933735,1.1810783346657925,0.0
1988-07-27,0.9999993888450714,1.831025532079493e-06,0.0
1988-07-28,0.054324198502691504,0.9456794725148916,0.0
1988-07-29,0.0185435198724146,1.0126293356344485,0.0
1988-08-01,0.9999978595943474,5.993975348053304e-06,0.0
1988-08-02,0.004691497949754688,0.9959741802840851,0.0
1988-08-03,0.0020745695841791834,1.0783338323227305,0.0
1988-08-04,0.4680263701696434,1.0820880690604944,0.0
1988-08-05,0.9963794847690023,0.009058695870685822,0.0
1988-08-08,0.06414395507241136,1.2981407196643096,0.0
1988-08-09,0.05391343594922105,2.128811078841939,0.0
1988-08-10,0.9999999303610374,2.4458003802783966e-07,0.0
1988-08-11,0.9992151306219138,0.0007848698788737968,0.0
1988-08-12,0.8225215706600696,0.17748585441420556,0.0
1988-08-15,0.06407311100328146,0.9437337162919607,0.0
1988-08-16,0.9146807196386678,0.16649654010436302,0.0
1988-08-17,0.9999999991762032,1.0211599038135849e-09,0.0
1988-08-18,0.7553510321858331,0.24464906239514142,0.0
1988-08-19,0.0027463260946018727,0.9977314105584376,0.0
1988-08-22,0.9803824755237949,0.0392344848403253,0.0
1988-08-23,0.4193173237623531,0.6222341212982698,0.0
1988-08-24,0.80951121800074,0.33572979524214097,0.0
1988-08-25,0.650151129447099,0.4370324171106894,0.0
1988-08-26,0.9975536681024462,0.00320490943598035,0.0
1988-08-29,0.9999994354135299,5.656127629247248e-07,0.0
1988-08-30,0.9967738532147097,0.0032261560838408193,0.0
