ticker,n_obs,mean,std,skew,kurtosis,jb_p,ks_p,shapiro_p,anderson_stat,hill_alpha,hurst_rs,var_scaling_beta,zeta_p2,ljung_r_p,ljung_abs_p,ljung_sq_p,bds_stat,bds_p,kpss_p,corr_logyz_pcrisis,corr_absret_pchange,evt_in_hmm_frac,evt_in_bocpd_frac
AEX_NETHERLANDS,8355,0.00022875393707428584,0.01294047200135224,-0.2667301770737877,7.220539016692845,0.0,9.613385555210472e-48,2.3292225897172954e-44,130.02839725216108,2.8748780588006606,0.54883601009037,1.0096832478143853,1.0197413917334406,9.628923602205911e-11,0.0,0.0,,,,,,,
