ticker,n,mean,std,skew,kurtosis,jb_p,ks_p,shapiro_p,anderson_stat,hill_alpha,hurst,beta_scaling,evt_var99,evt_viol,ljung_r_p,ljung_abs_p,ljung_sq_p,bds_stat,bds_p,zeta_p1,zeta_p15,zeta_p2,zeta_p25,zeta_p3
HANG_SENG_CHINA_ENT,7886,1.9581493882142395e-05,0.02106976875198117,0.14351541742635654,6.924175863789539,0.0,2.89772292569856e-34,8.282074398178201e-11,105.54031559428768,2.994045971102104,0.586458285266548,1.006314910252387,0.057595851126027234,81,2.5530906709580674e-20,0.0,0.0,[24.16116933 29.75315324],[5.69837756e-129 1.57868331e-194],0.5148007456976283,0.764946810326689,1.0064869738992148,1.2380006394257643,1.4595131139257063
