ticker,n_obs,mean,std,skew,kurtosis,jb_p,ks_p,shapiro_p,anderson_stat,hill_alpha,hurst_rs,var_scaling_beta,zeta_p2,ljung_r_p,ljung_abs_p,ljung_sq_p,bds_stat,bds_p,kpss_p,corr_logyz_pcrisis,corr_absret_pchange,evt_in_hmm_frac,evt_in_bocpd_frac
RUSSELL2000,9528,0.00031322642387878136,0.01344189518416755,-0.5401424231394402,8.623973783102329,0.0,1.2320684891895665e-50,1.1300097089050992e-35,137.32845674804776,3.0956561258205175,0.6001898186265764,0.9484902868948765,0.9732485956680332,6.835438672561246e-07,0.0,0.0,,,,,,,
