n_assets,n_obs,q_ratio,mp_lambda_min,mp_lambda_max,lambda_max_emp,lambda_min_emp,share_first
14,3683,0.0038012489818083084,0.880492709426621,1.1271097885369956,7.456438100084915,0.006621397528372221,0.5326027214346366
