eigenvalue
0.006621397528372221
0.012099251546755911
0.026323754449371142
0.03871484749041366
0.06580877256932643
0.10225455150630432
0.12321234342181975
0.1386483913044057
0.3684657729071562
0.6193118873532384
1.0704455395182142
1.2537836657163115
2.7178717246033983
7.456438100084915
