ticker,n,mean,std,skew,kurtosis,jb_p,ks_p,shapiro_p,anderson_stat,hill_alpha,hurst,beta_scaling,evt_var99,evt_viol,ljung_r_p,ljung_abs_p,ljung_sq_p,bds_stat,bds_p,zeta_p1,zeta_p15,zeta_p2,zeta_p25,zeta_p3
DAX_GERMANY,9489,0.00032939747626241546,0.013689395518907396,-0.30921287071892584,6.914193794504241,0.0,4.5463445728783754e-42,5.522155907195813e-11,109.0312402607633,3.160236830647542,0.5615024977575701,0.9877760646572766,0.03933267430116783,99,0.0502547336315461,0.0,0.0,[20.28290852 28.66276454],[1.82042192e-091 1.11146343e-180],0.534252762733245,0.778552108379816,1.00897928816202,1.2253667116295854,1.4275262277806697
