crisis_start,crisis_end,has_signal,lead_days,signal,ticker
1998-01-09,1998-01-13,1,60,BOCPD,STI_SINGAPORE
1998-06-01,1998-10-30,1,60,BOCPD,STI_SINGAPORE
1998-11-09,1998-11-13,1,60,BOCPD,STI_SINGAPORE
2001-09-21,2001-09-26,1,59,BOCPD,STI_SINGAPORE
2003-02-27,2003-03-18,1,55,BOCPD,STI_SINGAPORE
2003-04-17,2003-04-30,1,57,BOCPD,STI_SINGAPORE
2008-10-21,2009-05-01,1,57,BOCPD,STI_SINGAPORE
