crisis_start,crisis_end,has_signal,lead_days,signal,ticker
1998-07-23,1998-10-08,1,59,BOCPD,HANG_SENG_CHINA_ENT
1999-01-11,1999-04-08,1,60,BOCPD,HANG_SENG_CHINA_ENT
2000-02-10,2000-05-10,1,59,BOCPD,HANG_SENG_CHINA_ENT
2000-05-25,2000-05-30,1,59,BOCPD,HANG_SENG_CHINA_ENT
2000-12-15,2001-02-09,1,60,BOCPD,HANG_SENG_CHINA_ENT
2001-09-12,2001-09-21,1,58,BOCPD,HANG_SENG_CHINA_ENT
