crisis_start,crisis_end,has_signal,lead_days,signal,ticker
2002-09-19,2002-10-31,1,59,BOCPD,RUSSELL2000
2003-01-24,2003-04-04,1,59,BOCPD,RUSSELL2000
2008-10-21,2008-10-30,1,60,BOCPD,RUSSELL2000
2008-11-05,2009-07-22,1,58,BOCPD,RUSSELL2000
2020-03-18,2020-03-23,1,56,BOCPD,RUSSELL2000
