crisis_start,crisis_end,has_signal,lead_days,signal,ticker
2009-01-20,2009-01-27,1,60,EVT,EUROSTOXX50
2009-02-12,2009-04-08,1,59,EVT,EUROSTOXX50
2011-08-18,2011-10-05,1,59,EVT,EUROSTOXX50
2011-11-17,2011-11-29,1,59,EVT,EUROSTOXX50
2011-12-14,2011-12-19,1,58,EVT,EUROSTOXX50
2012-05-14,2012-06-28,1,60,EVT,EUROSTOXX50
2012-07-06,2012-07-10,1,60,EVT,EUROSTOXX50
2012-07-20,2012-07-25,1,60,EVT,EUROSTOXX50
