crisis_start,crisis_end,has_signal,lead_days,signal,ticker
1998-06-10,1998-06-17,1,57,BOCPD,HANG_SENG
1998-07-10,1998-07-14,1,58,BOCPD,HANG_SENG
1998-07-27,1998-10-08,1,60,BOCPD,HANG_SENG
2002-10-07,2002-10-11,1,59,BOCPD,HANG_SENG
2003-03-06,2003-03-17,1,58,BOCPD,HANG_SENG
2003-03-27,2003-05-07,1,59,BOCPD,HANG_SENG
2008-10-16,2009-04-14,1,58,BOCPD,HANG_SENG
2009-04-21,2009-04-30,1,60,BOCPD,HANG_SENG
2022-10-20,2022-11-04,1,59,BOCPD,HANG_SENG
2024-01-08,2024-02-15,1,59,BOCPD,HANG_SENG
