crisis_start,crisis_end,has_signal,lead_days,signal,ticker
2001-09-17,2001-10-10,1,59,BOCPD,NASDAQ
2002-05-02,2002-05-07,1,59,BOCPD,NASDAQ
2002-05-29,2003-06-11,1,58,BOCPD,NASDAQ
2003-06-20,2003-07-01,1,60,BOCPD,NASDAQ
2008-10-22,2008-10-27,1,50,BOCPD,NASDAQ
2008-11-06,2009-04-08,1,59,BOCPD,NASDAQ
