Date,vov_21,gap_abs,jump_flag,vdi,rsi_s,pde,fdi,srs,sai
1971-06-30,,,1,,,8.289306334778563e-11,,,3.370994898805483
1971-07-01,,0.006195961521619932,1,,,8.289306334778563e-11,,,3.222025373502297
1971-07-02,,0.002761881937121672,1,,0.0021175820531019,8.289306334778563e-11,8.595515125056932e-06,,16.79821221371709
1971-07-06,,0.004220251345078871,1,,0.0018978445047203333,8.289306334778563e-11,6.9360838558934605e-06,,8.134542086030024
1971-07-07,0.7445905579372484,0.007115508581697679,1,,0.00214719768769495,8.289306334778563e-11,8.743148075605846e-06,,2.835518442350475
1971-07-08,0.701976912759965,0.0037199701034063624,1,,0.00239686584581422,8.289306334778563e-11,7.981613207097035e-06,,9.271241278092981
1971-07-09,0.6420318123818392,0.0044278343621356915,1,,0.002115365581300067,8.289306334778563e-11,7.237514949078135e-06,,5.585761743661874
1971-07-12,0.6721762224180549,0.0029709155265679505,1,,0.0020213017604811573,8.289306334778563e-11,7.061101483195835e-06,,12.543275778931688
1971-07-13,0.6288229385275933,0.004324292572183765,1,,0.0026805400527649625,8.289306334778563e-11,1.1922400451013341e-05,,5.968082522695151
1971-07-14,0.599528830422687,0.0037992429348163155,0,,0.002441041117720789,8.289306334778563e-11,1.1178549867181163e-05,,5.223963696686084
1971-07-15,0.5849752955727561,0.0034380282395300773,0,,0.003156172968014211,8.289306334778563e-11,1.0167541500656231e-05,,6.208595962873268
1971-07-16,0.6182304943634704,0.006705941291700017,0,,0.0039017162954288445,8.289306334778563e-11,6.337881797472491e-06,,2.195920578401876
1971-07-19,0.6062581921113983,0.005561907142906549,0,,0.003866790155521766,8.289306334778563e-11,2.7721350183045137e-06,,3.9068687638482675
1971-07-20,0.5882736675145213,0.003832804125647176,0,,0.004588951714625634,8.289306334778563e-11,2.5615748616896897e-06,,7.954121326805027
1971-07-21,1.3034900802206648,0.0004555464209957552,0,,0.004688153055553578,8.289306334778563e-11,1.0910762159218192e-06,-0.7864989258871601,494.50971694747903
1971-07-22,1.311694823147352,0.0018241244510383366,0,,0.0047615656968106115,8.289306334778563e-11,3.385433986537472e-06,-0.6337522803371716,28.289031186501926
1971-07-23,1.460399275849515,0.0008212469197483325,0,,0.0048936159785016,8.289306334778563e-11,4.497608070861736e-06,-0.6243751019844924,73.88951305103734
