Date,vov_21,gap_abs,jump_flag,vdi,rsi_s,pde,fdi,srs,sai
1993-12-07,,,1,,,8.289306334778563e-11,,,532.3191461613608
1993-12-08,,0.0040577830202430665,1,,,8.289306334778563e-11,,,322.4609884534838
1993-12-09,,0.04606309403272884,1,,0.02463789752173125,8.289306334778563e-11,0.00041592161351172626,,3.415148626109959
1993-12-10,,0.07165482260786236,1,,0.024955841206198665,8.289306334778563e-11,0.0010505702446053083,,2.077980182639215
1993-12-13,3.108799422881376,0.06679633093547925,1,,0.019931503822744775,8.289306334778563e-11,0.001293954553953527,,2.632321301356216
1993-12-14,2.7895082312529933,0.0257170061590104,1,,0.03444787047709374,8.289306334778563e-11,0.0010747742561940208,,18.74277167469757
1993-12-15,2.5658573351457874,0.03107200155074995,1,,0.029599057962868033,8.289306334778563e-11,0.000786797626655752,,13.822092535655921
1993-12-16,2.3970055249964637,0.013824094110684628,1,,0.031784349062663246,8.289306334778563e-11,0.0007064896743896942,,59.72668487440917
1993-12-17,2.435348010358841,0.004937515520950431,1,,0.030156506633784712,8.289306334778563e-11,0.0005787560995975281,,258.5853603759701
1993-12-20,2.7108257942167615,0.001796266028612724,0,,0.027553981624426755,8.289306334778563e-11,0.00050103538657394,,571.9830600575646
1993-12-21,2.7028157170853997,0.05544323209751721,0,,0.033106094301666,8.289306334778563e-11,0.000365732584484961,,1.3852306391732463
1993-12-22,2.580393798483935,0.01988060476344866,0,,0.03680815272927488,8.289306334778563e-11,0.00043329545787492894,,9.330827176743426
1993-12-23,2.5069424297430714,0.007488300897767503,0,,0.035341549983780175,8.289306334778563e-11,0.0002584528044447224,,63.35965767174696
1993-12-24,2.6224435697410167,0.0021840535712994995,0,,0.035391078389789624,8.289306334778563e-11,1.7189758671354442e-05,,740.7116009851945
1993-12-28,3.0076389692301713,0.0005626062769727528,0,,0.025291979523104857,8.289306334778563e-11,0.0001660931251669819,0.37523490367665896,11153.40452072022
1993-12-29,3.0052482368401043,0.0023118066269200055,0,,0.02489133562957239,8.289306334778563e-11,9.739542769875999e-05,0.41782880995231997,86.3969324717541
1993-12-30,2.92568669549829,0.018246217601810027,0,,0.022187105470383002,8.289306334778563e-11,6.441688680724313e-05,0.527734666940931,1.1997621787412385
1993-12-31,2.8766131782484514,0.02726867959538865,0,,0.0211049779550434,8.289306334778563e-11,0.00015346141855686985,0.6153729563677846,1.4617594764423323
