Date,vov_21,gap_abs,jump_flag,vdi,rsi_s,pde,fdi,srs,sai
1965-06-04,,,1,,,8.289306334778563e-11,,,10.67774464183174
1965-06-07,,0.00537797733363066,1,,,8.289306334778563e-11,,,28.266900324479202
1965-06-08,,0.0045864406237459765,1,,0.0024983953314276,8.289306334778563e-11,1.7499848950372836e-05,,39.307697530080155
1965-06-09,,0.00730071796968969,1,,0.0025703560029329666,8.289306334778563e-11,1.495264501094829e-05,,5.815276528176343
1965-06-10,0.6902819613758301,0.010010414063461178,1,,0.0026051910256425998,8.289306334778563e-11,1.7902640872716514e-05,,2.946911632410465
1965-06-11,1.0393221442834908,0.00252803840667111,1,,0.0045918433145405195,8.289306334778563e-11,2.6253347162568855e-05,,32.83658457992015
1965-06-14,1.0824884262330325,0.011824742454569116,1,,0.006218666238990467,8.289306334778563e-11,3.152883108652967e-05,,2.2940167276405306
1965-06-15,1.0550704050529558,0.01044049835235518,1,,0.005528034505165257,8.289306334778563e-11,3.2763472267554014e-05,,3.7496639121002504
1965-06-16,0.991756703390636,0.005994991641422995,1,,0.0053927185308861245,8.289306334778563e-11,3.0231561040377966e-05,,10.889500302208077
1965-06-17,0.9351353430319053,0.006684767256601317,0,,0.004870169318029711,8.289306334778563e-11,2.8398170711031575e-05,,7.515658088714729
1965-06-18,1.1518835396002876,0.023046127997857595,0,,0.007706351684861745,8.289306334778563e-11,3.737493511963022e-05,,1.6202968923699774
1965-06-21,1.1476334645427695,0.004276807802266113,0,,0.01065428491711051,8.289306334778563e-11,3.619990575951891e-05,,40.404661892707054
1965-06-22,1.3081193253486831,0.026088525220560748,0,,0.01372662443676419,8.289306334778563e-11,6.726916983270129e-06,,1.925699113924824
1965-06-23,1.273172254584686,0.011716592600967243,0,,0.017626115739848236,8.289306334778563e-11,1.3113341947676212e-05,,10.285590680302825
1965-06-24,1.923099511516205,0.00046750641127132284,0,,0.017482852819799756,8.289306334778563e-11,3.5326620457147257e-07,1.898631407050494,6256.877069636882
1965-06-25,1.8614708458399833,0.005395011452328424,0,,0.01653949026450637,8.289306334778563e-11,4.324783079461873e-06,1.7394369185226084,29.736172558645354
1965-06-28,1.8942307376708645,0.022269576288322022,0,,0.01945952844655486,8.289306334778563e-11,1.1121273186779292e-05,1.362801721564823,2.70832076552561
1965-06-29,1.8524164961973821,0.004382977645341261,0,,0.020952983105671372,8.289306334778563e-11,1.8799390074188452e-06,1.4127581087714218,35.488299920312215
1965-06-30,1.800254814662128,0.007152843934543962,0,,0.02118410429167407,8.289306334778563e-11,3.615965477387406e-06,1.4888607540083496,11.64181818050434
1965-07-01,1.7668521921652283,0.004217053900187327,0,,0.01914399346725989,8.289306334778563e-11,1.2557915320642892e-05,1.374278986703429,34.48116804122478
