Date,vov_21,gap_abs,jump_flag,vdi,rsi_s,pde,fdi,srs,sai
1987-05-28,,,1,,,8.289306334778563e-11,,,27.791568388553777
1987-05-29,,0.0,0,,,8.289306334778563e-11,,,185941026.7229
1987-06-02,,0.005675540989335795,1,,0.00439909668074795,8.289306334778563e-11,3.795633537258404e-06,,6.772456645555719
1987-06-03,,0.009801473005334689,1,,0.008091735785388734,8.289306334778563e-11,1.1692490445656654e-05,,1.4759609373898965
1987-06-04,7.8168444822114305,0.020245938142461527,1,,0.008679918123323275,8.289306334778563e-11,5.4764496182844154e-05,,1.3367461936920813
1987-06-05,7.23357043536836,0.01337096751312962,1,,0.008318928624525001,8.289306334778563e-11,6.449767499168977e-05,,4.01023772659893
1987-06-08,6.6146331617182845,0.0012067092579902442,1,,0.008959816896294067,8.289306334778563e-11,5.3494125531684385e-05,,493.36843110888674
1987-06-09,6.277227595482153,0.013146611976515546,1,,0.0093855434423271,8.289306334778563e-11,5.948290982460451e-05,,4.970330811003902
1987-06-10,5.878553913176395,0.0036417154804037196,1,,0.010310891444151113,8.289306334778563e-11,5.039700604065971e-05,,58.530161860465974
1987-06-11,5.544369327335061,0.003169078047026043,0,,0.009217752109620734,8.289306334778563e-11,4.23850049495923e-05,,37.47638649036185
1987-06-12,5.355641199287362,0.013639322004723536,0,,0.010738390740686212,8.289306334778563e-11,5.391153970394228e-05,,2.0621594663305025
1987-06-16,5.176766350936729,0.013014404509357608,0,,0.010177210352467346,8.289306334778563e-11,6.577778527230162e-05,,3.256355875198413
1987-06-17,4.959745318877507,0.0024254505354433637,0,,0.009634092572383342,8.289306334778563e-11,6.551517021387479e-05,,65.37584965501135
1987-06-18,4.829077423576342,0.014226479547252233,0,,0.010323810899668745,8.289306334778563e-11,6.010173749512169e-05,,2.8347087387799843
1987-06-19,4.683161039092752,0.0101282424819161,0,,0.012266005499650567,8.289306334778563e-11,4.4126867944008044e-05,-0.3241370525107136,6.494972054610068
1987-06-22,4.553485589229435,0.010926339872670911,0,,0.013253819288478078,8.289306334778563e-11,2.2031877668339833e-05,-0.22386353112072274,5.022548362238534
1987-06-23,4.41477789271288,0.0066649981783161154,0,,0.012400645841348023,8.289306334778563e-11,1.4521076717589216e-05,-0.07898507750516232,10.685286000347217
1987-06-24,4.35116722494352,0.021815378041368568,0,,0.013699762370544176,8.289306334778563e-11,2.6697607225422744e-05,-0.03340637629731644,1.9850190361848021
1987-06-25,4.256410765596346,0.013522905181933078,0,,0.017573723013869044,8.289306334778563e-11,1.6063680512564023e-05,-0.002985513739775842,5.059185851023358
1987-06-26,4.226355866918912,0.0007649091508405716,0,,0.017293657933982822,8.289306334778563e-11,2.0965042975269316e-05,0.03650212926112175,1406.9221511817532
1987-06-29,4.119441763275723,0.004228486098059463,0,,0.01760906453974427,8.289306334778563e-11,8.509353425627422e-06,0.022450216756143816,40.361476689536374
1987-06-30,4.124104075932931,0.00827781143731363,0,,0.016882439135893143,8.289306334778563e-11,2.6772260390307067e-06,-0.04417276615769168,10.883588488632505
1987-07-01,1.7970026471810954,0.00447793352753878,0,,0.016449529678355012,8.289306334778563e-11,5.387508508559677e-06,0.04481422222607896,14.457899020386781
1987-07-02,1.8545569532118715,0.020397363512504065,0,,0.016507371346229944,8.289306334778563e-11,3.6877531785083904e-05,0.020748611921125683,1.2572734118549422
1987-07-03,2.043580030534082,0.0009914337148944651,0,,0.016544506332097877,8.289306334778563e-11,2.281075041569571e-05,0.07734799160327675,532.574277285362
1987-07-06,2.0616877286810524,0.0016442676291361824,0,,0.01614356102319642,8.289306334778563e-11,3.1864757704089845e-05,0.13644247611932522,188.01222183707426
1987-07-07,2.027596824312495,0.004862858703321157,0,,0.013702088813504489,8.289306334778563e-11,4.292291823335061e-05,0.12224149558534891,19.597856909554636
1987-07-08,1.905863009312153,0.004624072005645096,0,,0.009802144755101667,8.289306334778563e-11,1.991604120071013e-05,0.11147505629750504,21.736390375461024
1987-07-09,1.875948353680398,0.007842663079830201,0,,0.009599802616512967,8.289306334778563e-11,2.212026363574087e-05,0.1749824336646581,1.7920351064225617
1987-07-10,1.863786865691315,0.00584471258139095,0,,0.009436955233315232,8.289306334778563e-11,1.7923248015116085e-05,0.24002340119180643,4.197842085193922
1987-07-13,1.8737088874406793,0.0027712086038368523,0,,0.009944354771756734,8.289306334778563e-11,1.6657839297269274e-05,0.24473812502498202,19.32094111131405
1987-07-14,1.8600596960402436,0.011531097608077578,0,,0.009500370776133223,8.289306334778563e-11,2.0123773469712764e-05,0.17416700052493683,1.9380553489781003
1987-07-15,1.85055550881436,0.002731909721585014,0,,0.007714136425738756,8.289306334778563e-11,2.529011808945993e-05,0.18080915919250243,32.663316888925465
1987-07-16,1.8510241105630796,0.013246033216431466,0,,0.00650583934434409,8.289306334778563e-11,1.5881117543730604e-05,0.11319519444226596,2.038826559641904
1987-07-17,1.8292834267430222,0.010920864876284625,0,,0.006691654280555768,8.289306334778563e-11,2.531065635865432e-05,0.05520617059680344,3.7129983343695643
1987-07-20,1.848113096421416,0.01307946434004364,0,,0.00620848462847819,8.289306334778563e-11,3.746909260851512e-05,-0.004389706479199734,3.543673069650214
1987-07-21,1.8402072071753395,0.009584799597968418,0,,0.008700204321848844,8.289306334778563e-11,3.1331718626072707e-05,0.034967845535754764,6.151482810992217
1987-07-22,1.8441150631081198,0.007899970909309934,0,,0.0092577638131603,8.289306334778563e-11,3.461810512853707e-05,-0.0003522793217928627,9.935548045206549
1987-07-23,1.7493118407561759,0.004031263941113936,0,,0.010361462074491911,8.289306334778563e-11,3.5914432776347225e-05,0.050682821807776356,28.359124882331567
1987-07-24,1.703369698184772,0.006914652808331749,0,,0.009724514039157478,8.289306334778563e-11,3.563366516485927e-05,0.10002254076241264,8.144615713306115
1987-07-27,1.6484755940979807,0.0009864150527056261,0,,0.009629089467690432,8.289306334778563e-11,3.4309083140332156e-05,0.11881487720259062,225.3966309602483
1987-07-28,1.6694308562218456,0.0028124913761188794,0,,0.009073502639060644,8.289306334778563e-11,2.1443225276527302e-05,0.15973085168027204,17.111797021236956
1987-07-29,1.7255879608498241,0.015519383769953616,0,,0.009942141711419088,8.289306334778563e-11,3.5825923519485965e-05,0.11319944316658284,1.3028700356434524
1987-07-30,1.73560901414836,0.008694458546296718,0,,0.010442114698475767,8.289306334778563e-11,3.019456613306735e-05,0.0764262089373013,4.93613713948883
1987-07-31,1.7127929672169766,0.017366502224376672,0,,0.011165830722289199,8.289306334778563e-11,3.917836066957701e-05,0.045369962061046536,2.078690201707423
1987-08-03,1.5377050982361964,0.010038004542522416,0,,0.009461856693827222,8.289306334778563e-11,3.5209410569934056e-05,0.006350542226224702,7.2121957633374425
1987-08-04,1.4185994238736837,0.00499556931082829,0,,0.0080793749965401,8.289306334778563e-11,4.264623748183836e-05,-0.0016621298381295838,29.803095885239298
1987-08-05,1.4260237420877206,0.004199127942735961,0,,0.00777531526355569,8.289306334778563e-11,3.4387107402767515e-05,0.0405596818150731,29.521265982688814
1987-08-06,1.4201548042999115,0.00544543758119931,0,,0.007593417571471867,8.289306334778563e-11,3.375288430899773e-05,0.0818505008679598,16.005174897710795
1987-08-07,1.4357667274450223,0.010861313857363669,0,,0.008527382413419155,8.289306334778563e-11,4.5888950755613695e-05,0.042036744559398466,2.4665206495014447
1987-08-10,1.5170589821061127,0.0021469210665230193,0,,0.00907354756475429,8.289306334778563e-11,4.647028503036693e-05,0.05260362860979695,42.26668049219936
1987-08-11,1.7445171986626598,0.0007615901397073004,0,,0.0071905982070591,8.289306334778563e-11,4.727763104663327e-05,0.07145491649128552,293.8566520089268
1987-08-12,1.7390400949775648,0.003068711847655384,0,,0.006688620038647,8.289306334778563e-11,3.412950175036581e-05,0.07555467414739506,17.227070701963676
1987-08-13,1.739311704940061,0.012189540698142527,0,,0.007420421023948989,8.289306334778563e-11,2.383223699950227e-05,0.06838327680861345,1.8922469016506092
1987-08-14,1.9662266462522373,0.0005977649523331496,0,,0.007894118586610677,8.289306334778563e-11,6.642598928190059e-06,0.09144386491371377,457.70375247504717
1987-08-17,2.211999342169764,0.0004271739719112841,0,,0.0073528025586915334,8.289306334778563e-11,6.426540985146984e-07,0.11313359602885176,872.0020480770821
1987-08-18,2.192981760649076,0.001653472338975788,0,,0.006467424904636022,8.289306334778563e-11,4.617370069804895e-06,0.139724020184368,58.98951393055234
1987-08-19,2.2416664087194644,0.015613804279433584,0,,0.007880094049302067,8.289306334778563e-11,1.4529675290048915e-05,0.0818026361077572,1.6229054572750332
1987-08-20,2.276638720416721,0.012422548299794214,0,,0.006422816776088333,8.289306334778563e-11,2.1540014331897147e-05,0.08551108411619399,2.6009922438183564
1987-08-21,2.3170826175686234,0.011262657232352896,0,,0.008086240414011268,8.289306334778563e-11,2.139654347352484e-05,0.05021106257196241,4.16149075986349
1987-08-24,2.3791973415487524,0.016174923093028745,0,,0.010980934791629688,8.289306334778563e-11,4.028641361278963e-05,0.01786214218049234,3.0169543381251023
1987-08-25,2.332349045481041,0.016377987007331802,0,,0.01434157794634219,8.289306334778563e-11,3.1867774810959815e-05,-0.01732004194849402,3.93241385317892
1987-08-26,2.398186758040465,0.022657846335679067,0,,0.013343978699958788,8.289306334778563e-11,1.2111728735816543e-05,-0.012579695570331532,2.579798406222551
1987-08-27,2.400921478184773,0.016035000713889615,0,,0.012791875352845457,8.289306334778563e-11,2.7427264834136585e-05,-0.012526609393718404,5.55074035309683
1987-08-28,2.3980137330517253,0.007894384944229503,0,,0.01367743366276081,8.289306334778563e-11,3.964456406241091e-05,-0.036493089865974826,21.86550725533812
1987-09-01,2.354197739346099,0.008985754413052478,0,,0.013662441562956191,8.289306334778563e-11,5.3281337692866604e-05,-0.030805712109519243,14.636455632219587
