Date,Open,High,Low,Close,r_cc,r_overnight,r_intraday,r_range,r_high_open,r_low_open,r_close_open,r_open_close,abs_r_cc,daily_range_perc,volatility_parkinson,volatility_gk,volatility_rs,rv_10d,rv_22d,rv_100d,log_rv_10d,log_rv_22d,log_rv_100d,bpv_22d,log_bpv_22d,jump_component,log_jump
2008-02-08,5132.10009765625,5173.85009765625,5034.25,5120.35009765625,-0.0025161716912677,-0.0002240356807357,-0.0022921360105319,0.0273525533327835,0.008102159936425959,-0.01925039339635754,-0.0022921360105319947,0.002292136010532051,0.0025161716912677,0.027263779818522463,0.00026984246448870304,0.0003720515397997377,0.00041066937418262424,0.0005353247232838175,0.0012938917597971028,0.0005782901933003292,-7.5326370339166,-6.650100733390361,-7.455434749021449,0.0015538664600073702,-6.467008963156774,0.0,-27.631021115928547
2008-02-11,5120.5498046875,5126.39990234375,4803.60009765625,4857.0,-0.0528018517985954,3.90018520208045e-05,-0.0528408536506162,0.0650379822679783,0.0011418223879499508,-0.06389615988002824,-0.05284085365061625,0.052840853650616186,0.0528018517985954,0.06646073804560428,0.0015256280542296906,0.001036375522225482,0.0007680302424194719,0.0007508567575501648,0.0013776757338301692,0.0006064126804029848,-7.194295658679634,-6.587357449879913,-7.407949811250911,0.0015600162084405409,-6.46305906710766,0.0,-27.631021115928547
2008-02-12,4877.85009765625,4949.60009765625,4820.4501953125,4838.25,-0.0038678782652841,0.0042836056701642,-0.0081514839354482,0.0264394597467964,0.01460221593099955,-0.011837243815796919,-0.008151483935448204,0.008151483935448147,0.0038678782652841,0.026693515701699994,0.00025212720014880475,0.0003238545340539998,0.00037588367702919766,0.0007426410796943172,0.0013646694792793011,0.0005906890749595639,-7.2052976976674765,-6.5968430186551155,-7.434220777203563,0.001565366447382706,-6.459635330078179,0.0,-27.631021115928547
2008-02-13,4836.5498046875,4986.5498046875,4836.5498046875,4929.4501953125,0.0186743744882208,-0.0003514688395264,0.0190258433277472,0.0305426324559526,0.030542632455952668,0.0,0.019025843327747205,-0.01902584332774729,0.0186743744882208,0.030429357039176014,0.00033645538188073807,0.00032659431730038945,0.00035175305741548486,0.0007895997834885704,0.001399440329587542,0.0005940144320424036,-7.143984342782514,-6.571682886153842,-7.428606940845637,0.0015699851338958396,-6.456689127885955,0.0,-27.631021115928547
2008-02-14,4944.64990234375,5220.25,4944.64990234375,5202.0,0.0538157074399151,0.0030787046691224,0.0507370027707927,0.0542391292123671,0.054239129212367176,0.0,0.050737002770792725,-0.050737002770792794,0.0538157074399151,0.05297964199466551,0.0010610600534143844,0.0004765258399099866,0.00018995228858259964,0.0011305890694973894,0.001578067315994863,0.0006193157633098286,-6.785016480763097,-6.451554397775792,-7.3868952952984905,0.0016400755565388876,-6.413012966537243,0.0,-27.631021115928547
2008-02-15,5202.85009765625,5315.39990234375,5104.75,5302.89990234375,0.0192106552844888,0.0001634041144586,0.0190472511700302,0.0404367704705735,0.021401678150662098,-0.01903509231991148,0.019047251170030206,-0.019047251170030123,0.0192106552844888,0.039723529808784054,0.0005897493533656661,0.000677419467511146,0.0007752896125583407,0.0010417660959172856,0.0015948089277067422,0.0006192534316856527,-6.866837835976639,-6.441001343835461,-7.386995946314808,0.0016783408704507813,-6.389949550059352,0.0,-27.631021115928547
2008-02-18,5304.4501953125,5348.60009765625,5224.0,5276.89990234375,-0.0049150367344183,0.0002923054232237,-0.0052073421576419,0.0235714707043045,0.008288734944262133,-0.015282735760042333,-0.005207342157641933,0.005207342157641995,0.0049150367344183,0.023612367102303477,0.00020039547398686893,0.0002673321983985909,0.00026584498398891416,0.0009493112985184107,0.001594725597202713,0.0006195668315493202,-6.959773784146823,-6.441053596290072,-7.386489981278316,0.0016788142647461825,-6.389667528955654,0.0,-27.631021115928547
2008-02-19,5278.39990234375,5368.4501953125,5262.0,5280.7998046875,0.000738778830493,0.0002842174145411,0.0004545614159519,0.0200280800235981,0.016916259650627718,-0.003111820372970496,0.00045456141595191416,-0.0004545614159518795,0.000738778830493,0.020157968347523706,0.00014467489758366003,0.00020048217622592435,0.0002895683011366134,0.0009454218770089767,0.0015488651681311518,0.000619565787395112,-6.963879298336009,-6.470232765150559,-7.386491666576871,0.00166934667633961,-6.395322940270415,0.0,-27.631021115928547
2008-02-20,5267.14990234375,5267.14990234375,5116.2998046875,5154.4501953125,-0.0242171072696609,-0.002588163641744,-0.0216289436279169,0.0290579173803174,0.0,-0.029057917380317492,-0.021628943627916924,0.02162894362791694,0.0242171072696609,0.029265991898308443,0.0003045394204010368,0.00024146845166181494,0.00021587050551780172,0.0009158708553063878,0.0011947609462105912,0.0006243707528917247,-6.995635189794763,-6.729809157785406,-7.378766209158394,0.0014379543126530466,-6.544533790943862,0.0,-27.631021115928547
2008-02-21,5156.89990234375,5241.35009765625,5120.0498046875,5191.7998046875,0.007219963101829,0.0004751476875749,0.006744815414254,0.0234149508886598,0.016243512545854585,-0.007171438342805098,0.006744815414254037,-0.006744815414254074,0.007219963101829,0.02336382324665756,0.00019774296877159985,0.00025655645282630387,0.0002540917618080047,0.0007859639758554392,0.0010115153128541163,0.0006247035055699078,-7.1485995975580625,-6.8963057617240535,-7.378233410274312,0.0010522254538418239,-6.856847876941729,0.0,-27.631021115928547
